session_id,user_key,date_key,session_start,session_end,session_duration_minutes,event_count,unique_products,session_revenue
U0050_S5,50,20230605,2023-06-05 09:32:00,2023-06-05 09:32:00,0.0,1,1,0.0
U0050_S6,50,20230606,2023-06-06 06:59:00,2023-06-06 06:59:00,0.0,1,1,0.0
U0050_S7,50,20230606,2023-06-06 08:27:00,2023-06-06 08:27:00,0.0,1,1,0.0
U0051_S1,51,20230601,2023-06-01 15:48:00,2023-06-01 15:48:00,0.0,1,1,0.0
U0051_S2,51,20230603,2023-06-03 09:37:00,2023-06-03 09:42:00,5.0,2,2,1243.11
U0051_S3,51,20230603,2023-06-03 22:54:00,2023-06-03 22:54:00,0.0,1,1,1133.27
U0051_S4,51,20230605,2023-06-05 13:41:00,2023-06-05 13:41:00,0.0,1,1,1988.99
U0051_S5,51,20230605,2023-06-05 16:06:00,2023-06-05 16:06:00,0.0,1,1,1120.55
U0051_S6,51,20230606,2023-06-06 01:14:00,2023-06-06 01:14:00,0.0,1,1,0.0
U0051_S7,51,20230606,2023-06-06 02:51:00,2023-06-06 02:51:00,0.0,1,1,1086.06
U0052_S1,52,20230605,2023-06-05 16:32:00,2023-06-05 16:32:00,0.0,1,1,856.11
U0053_S1,53,20230602,2023-06-02 23:44:00,2023-06-02 23:44:00,0.0,1,1,1826.71
U0053_S2,53,20230603,2023-06-03 00:30:00,2023-06-03 00:30:00,0.0,1,1,0.0
U0053_S3,53,20230603,2023-06-03 18:50:00,2023-06-03 18:50:00,0.0,1,1,0.0
U0053_S4,53,20230605,2023-06-05 23:29:00,2023-06-05 23:29:00,0.0,1,1,176.3
U0054_S1,54,20230602,2023-06-02 04:49:00,2023-06-02 04:49:00,0.0,1,1,0.0
U0054_S2,54,20230605,2023-06-05 03:16:00,2023-06-05 03:16:00,0.0,1,1,0.0
U0054_S3,54,20230605,2023-06-05 04:49:00,2023-06-05 04:49:00,0.0,1,1,0.0
U0054_S4,54,20230605,2023-06-05 21:57:00,2023-06-05 21:57:00,0.0,1,1,2895.72
U0055_S1,55,20230601,2023-06-01 19:36:00,2023-06-01 19:36:00,0.0,1,1,0.0
U0055_S2,55,20230602,2023-06-02 10:27:00,2023-06-02 10:27:00,0.0,1,1,0.0
U0055_S3,55,20230604,2023-06-04 15:15:00,2023-06-04 15:15:00,0.0,1,1,2181.47
U0055_S4,55,20230605,2023-06-05 06:28:00,2023-06-05 06:28:00,0.0,1,1,699.35
U0055_S5,55,20230605,2023-06-05 12:24:00,2023-06-05 12:24:00,0.0,1,1,349.99
U0056_S1,56,20230601,2023-06-01 16:07:00,2023-06-01 16:07:00,0.0,1,1,0.0
U0056_S2,56,20230601,2023-06-01 17:39:00,2023-06-01 17:39:00,0.0,1,1,1239.26
U0056_S3,56,20230602,2023-06-02 15:45:00,2023-06-02 15:45:00,0.0,1,1,0.0
U0056_S4,56,20230605,2023-06-05 03:26:00,2023-06-05 03:26:00,0.0,1,1,0.0
U0056_S5,56,20230606,2023-06-06 10:22:00,2023-06-06 10:22:00,0.0,1,1,0.0
U0057_S1,57,20230601,2023-06-01 20:53:00,2023-06-01 20:53:00,0.0,1,1,2258.88
U0057_S2,57,20230602,2023-06-02 13:53:00,2023-06-02 13:53:00,0.0,1,1,0.0
U0057_S3,57,20230604,2023-06-04 20:57:00,2023-06-04 20:57:00,0.0,1,1,227.1
U0058_S1,58,20230601,2023-06-01 21:37:00,2023-06-01 21:37:00,0.0,1,1,2633.13
U0058_S2,58,20230603,2023-06-03 23:34:00,2023-06-03 23:34:00,0.0,1,1,1105.04
U0058_S3,58,20230604,2023-06-04 22:52:00,2023-06-04 22:52:00,0.0,1,1,502.91
U0058_S4,58,20230606,2023-06-06 19:02:00,2023-06-06 19:02:00,0.0,1,1,0.0
U0059_S1,59,20230601,2023-06-01 21:32:00,2023-06-01 21:32:00,0.0,1,1,0.0
U0059_S2,59,20230602,2023-06-02 01:45:00,2023-06-02 01:45:00,0.0,1,1,0.0
U0059_S3,59,20230603,2023-06-03 23:11:00,2023-06-03 23:11:00,0.0,1,1,0.0
U0059_S4,59,20230604,2023-06-04 00:27:00,2023-06-04 00:27:00,0.0,1,1,0.0
U0059_S5,59,20230604,2023-06-04 04:33:00,2023-06-04 04:33:00,0.0,1,1,1233.09
U0059_S6,59,20230604,2023-06-04 19:20:00,2023-06-04 19:20:00,0.0,1,1,1858.29
U0059_S7,59,20230605,2023-06-05 22:40:00,2023-06-05 22:40:00,0.0,1,1,0.0
U0060_S1,60,20230606,2023-06-06 00:20:00,2023-06-06 00:20:00,0.0,1,1,0.0
U0061_S1,61,20230601,2023-06-01 12:20:00,2023-06-01 12:20:00,0.0,1,1,510.05
U0061_S2,61,20230602,2023-06-02 00:02:00,2023-06-02 00:02:00,0.0,1,1,0.0
U0061_S3,61,20230602,2023-06-02 02:09:00,2023-06-02 02:09:00,0.0,1,1,124.93
U0061_S4,61,20230605,2023-06-05 11:29:00,2023-06-05 11:29:00,0.0,1,1,0.0
U0062_S1,62,20230603,2023-06-03 15:47:00,2023-06-03 15:47:00,0.0,1,1,251.52
U0062_S2,62,20230604,2023-06-04 18:10:00,2023-06-04 18:10:00,0.0,1,1,0.0
U0062_S3,62,20230605,2023-06-05 21:06:00,2023-06-05 21:06:00,0.0,1,1,1077.87
U0063_S1,63,20230605,2023-06-05 19:47:00,2023-06-05 19:47:00,0.0,1,1,0.0
U0063_S2,63,20230606,2023-06-06 08:09:00,2023-06-06 08:09:00,0.0,1,1,986.77
U0063_S3,63,20230606,2023-06-06 19:06:00,2023-06-06 19:06:00,0.0,1,1,1277.44
U0063_S4,63,20230606,2023-06-06 19:41:00,2023-06-06 19:41:00,0.0,1,1,0.0
U0064_S1,64,20230602,2023-06-02 02:59:00,2023-06-02 02:59:00,0.0,1,1,2530.29
U0064_S2,64,20230602,2023-06-02 11:07:00,2023-06-02 11:07:00,0.0,1,1,0.0
U0064_S3,64,20230603,2023-06-03 05:35:00,2023-06-03 05:35:00,0.0,1,1,200.64
U0064_S4,64,20230603,2023-06-03 17:29:00,2023-06-03 17:29:00,0.0,1,1,0.0
U0064_S5,64,20230604,2023-06-04 06:42:00,2023-06-04 06:42:00,0.0,1,1,0.0
U0065_S1,65,20230602,2023-06-02 16:17:00,2023-06-02 16:17:00,0.0,1,1,2632.22
U0065_S2,65,20230603,2023-06-03 01:08:00,2023-06-03 01:08:00,0.0,1,1,0.0
U0065_S3,65,20230603,2023-06-03 16:06:00,2023-06-03 16:06:00,0.0,1,1,0.0
U0065_S4,65,20230604,2023-06-04 16:41:00,2023-06-04 16:41:00,0.0,1,1,0.0
U0065_S5,65,20230605,2023-06-05 00:11:00,2023-06-05 00:11:00,0.0,1,1,298.22
U0065_S6,65,20230605,2023-06-05 11:02:00,2023-06-05 11:02:00,0.0,1,1,0.0
U0065_S7,65,20230606,2023-06-06 00:40:00,2023-06-06 00:40:00,0.0,1,1,0.0
U0066_S1,66,20230602,2023-06-02 15:23:00,2023-06-02 15:23:00,0.0,1,1,0.0
U0066_S2,66,20230603,2023-06-03 14:00:00,2023-06-03 14:00:00,0.0,1,1,0.0
U0066_S3,66,20230604,2023-06-04 14:23:00,2023-06-04 14:23:00,0.0,1,1,0.0
U0066_S4,66,20230604,2023-06-04 20:59:00,2023-06-04 20:59:00,0.0,1,1,1742.9
U0066_S5,66,20230605,2023-06-05 19:47:00,2023-06-05 19:47:00,0.0,1,1,0.0
U0066_S6,66,20230606,2023-06-06 08:58:00,2023-06-06 08:58:00,0.0,1,1,0.0
U0067_S1,67,20230601,2023-06-01 18:43:00,2023-06-01 18:43:00,0.0,1,1,172.4
U0067_S2,67,20230601,2023-06-01 22:13:00,2023-06-01 22:13:00,0.0,1,1,0.0
U0067_S3,67,20230602,2023-06-02 02:43:00,2023-06-02 02:43:00,0.0,1,1,0.0
U0067_S4,67,20230603,2023-06-03 23:10:00,2023-06-03 23:10:00,0.0,1,1,0.0
U0067_S5,67,20230605,2023-06-05 12:38:00,2023-06-05 12:38:00,0.0,1,1,1929.77
U0068_S1,68,20230604,2023-06-04 04:12:00,2023-06-04 04:12:00,0.0,1,1,615.26
U0068_S2,68,20230605,2023-06-05 03:41:00,2023-06-05 03:41:00,0.0,1,1,536.92
U0068_S3,68,20230605,2023-06-05 23:33:00,2023-06-05 23:33:00,0.0,1,1,0.0
U0068_S4,68,20230606,2023-06-06 13:15:00,2023-06-06 13:15:00,0.0,1,1,1247.75
U0068_S5,68,20230606,2023-06-06 16:23:00,2023-06-06 16:23:00,0.0,1,1,2416.71
U0069_S1,69,20230601,2023-06-01 11:46:00,2023-06-01 11:46:00,0.0,1,1,858.42
U0069_S2,69,20230602,2023-06-02 14:59:00,2023-06-02 14:59:00,0.0,1,1,2094.06
U0069_S3,69,20230603,2023-06-03 05:02:00,2023-06-03 05:02:00,0.0,1,1,0.0
U0069_S4,69,20230606,2023-06-06 09:45:00,2023-06-06 09:45:00,0.0,1,1,0.0
U0069_S5,69,20230606,2023-06-06 14:22:00,2023-06-06 14:22:00,0.0,1,1,969.95
U0070_S1,70,20230601,2023-06-01 13:49:00,2023-06-01 13:49:00,0.0,1,1,0.0
U0070_S2,70,20230605,2023-06-05 12:52:00,2023-06-05 12:52:00,0.0,1,1,2910.47
U0070_S3,70,20230605,2023-06-05 17:36:00,2023-06-05 17:36:00,0.0,1,1,0.0
U0070_S4,70,20230606,2023-06-06 05:34:00,2023-06-06 05:34:00,0.0,1,1,0.0
U0071_S1,71,20230602,2023-06-02 06:07:00,2023-06-02 06:07:00,0.0,1,1,0.0
U0071_S2,71,20230604,2023-06-04 10:53:00,2023-06-04 10:53:00,0.0,1,1,0.0
U0071_S3,71,20230605,2023-06-05 16:18:00,2023-06-05 16:18:00,0.0,1,1,0.0
U0071_S4,71,20230606,2023-06-06 16:12:00,2023-06-06 16:12:00,0.0,1,1,2470.15
U0071_S5,71,20230606,2023-06-06 18:34:00,2023-06-06 18:34:00,0.0,1,1,0.0
U0072_S1,72,20230602,2023-06-02 12:58:00,2023-06-02 12:58:00,0.0,1,1,684.69
U0072_S2,72,20230604,2023-06-04 01:38:00,2023-06-04 01:38:00,0.0,1,1,1004.24
U0072_S3,72,20230605,2023-06-05 08:55:00,2023-06-05 08:55:00,0.0,1,1,0.0
U0073_S1,73,20230602,2023-06-02 15:25:00,2023-06-02 15:25:00,0.0,1,1,0.0
U0073_S2,73,20230603,2023-06-03 16:14:00,2023-06-03 16:14:00,0.0,1,1,0.0
U0073_S3,73,20230604,2023-06-04 08:34:00,2023-06-04 08:34:00,0.0,1,1,0.0
U0073_S4,73,20230604,2023-06-04 18:31:00,2023-06-04 18:31:00,0.0,1,1,0.0
U0073_S5,73,20230606,2023-06-06 13:49:00,2023-06-06 13:49:00,0.0,1,1,0.0
U0074_S1,74,20230601,2023-06-01 09:21:00,2023-06-01 09:21:00,0.0,1,1,2123.81
U0074_S2,74,20230601,2023-06-01 19:32:00,2023-06-01 19:32:00,0.0,1,1,0.0
U0074_S3,74,20230602,2023-06-02 16:32:00,2023-06-02 16:32:00,0.0,1,1,0.0
U0074_S4,74,20230605,2023-06-05 12:48:00,2023-06-05 12:48:00,0.0,1,1,1470.82
U0075_S1,75,20230602,2023-06-02 00:20:00,2023-06-02 00:20:00,0.0,1,1,885.17
U0075_S2,75,20230603,2023-06-03 12:38:00,2023-06-03 12:38:00,0.0,1,1,2418.76
U0075_S3,75,20230606,2023-06-06 14:40:00,2023-06-06 14:40:00,0.0,1,1,1575.07
U0076_S1,76,20230605,2023-06-05 16:51:00,2023-06-05 16:51:00,0.0,1,1,0.0
U0076_S2,76,20230606,2023-06-06 13:05:00,2023-06-06 13:05:00,0.0,1,1,1473.92
U0077_S1,77,20230601,2023-06-01 19:29:00,2023-06-01 19:29:00,0.0,1,1,0.0
U0077_S2,77,20230601,2023-06-01 22:13:00,2023-06-01 22:13:00,0.0,1,1,2983.48
U0077_S3,77,20230603,2023-06-03 07:59:00,2023-06-03 07:59:00,0.0,1,1,0.0
U0077_S4,77,20230604,2023-06-04 11:47:00,2023-06-04 11:47:00,0.0,1,1,0.0
U0077_S5,77,20230605,2023-06-05 11:26:00,2023-06-05 11:26:00,0.0,1,1,0.0
U0077_S6,77,20230606,2023-06-06 01:49:00,2023-06-06 01:49:00,0.0,1,1,315.52
U0078_S1,78,20230603,2023-06-03 05:34:00,2023-06-03 05:34:00,0.0,1,1,2394.98
U0078_S2,78,20230603,2023-06-03 08:48:00,2023-06-03 08:48:00,0.0,1,1,2270.34
U0078_S3,78,20230603,2023-06-03 17:13:00,2023-06-03 17:13:00,0.0,1,1,2743.28
U0078_S4,78,20230604,2023-06-04 21:31:00,2023-06-04 21:31:00,0.0,1,1,594.83
U0078_S5,78,20230605,2023-06-05 00:23:00,2023-06-05 00:23:00,0.0,1,1,2931.22
U0078_S6,78,20230605,2023-06-05 20:13:00,2023-06-05 20:13:00,0.0,1,1,815.79
U0078_S7,78,20230605,2023-06-05 22:44:00,2023-06-05 22:44:00,0.0,1,1,0.0
U0079_S1,79,20230601,2023-06-01 23:50:00,2023-06-01 23:50:00,0.0,1,1,0.0
U0079_S2,79,20230602,2023-06-02 02:17:00,2023-06-02 02:17:00,0.0,1,1,0.0
U0079_S3,79,20230602,2023-06-02 03:02:00,2023-06-02 03:02:00,0.0,1,1,2706.02
U0079_S4,79,20230602,2023-06-02 19:58:00,2023-06-02 19:58:00,0.0,1,1,0.0
U0079_S5,79,20230605,2023-06-05 16:45:00,2023-06-05 16:45:00,0.0,1,1,0.0
U0079_S6,79,20230606,2023-06-06 11:30:00,2023-06-06 11:30:00,0.0,1,1,980.23
U0080_S1,80,20230601,2023-06-01 18:33:00,2023-06-01 18:34:00,1.0,2,2,1357.65
U0080_S2,80,20230602,2023-06-02 05:03:00,2023-06-02 05:03:00,0.0,1,1,0.0
U0080_S3,80,20230602,2023-06-02 21:16:00,2023-06-02 21:16:00,0.0,1,1,0.0
U0080_S4,80,20230602,2023-06-02 22:25:00,2023-06-02 22:25:00,0.0,1,1,2627.84
U0080_S5,80,20230604,2023-06-04 16:50:00,2023-06-04 16:50:00,0.0,1,1,1642.91
U0080_S6,80,20230605,2023-06-05 04:39:00,2023-06-05 04:39:00,0.0,1,1,957.39
U0080_S7,80,20230606,2023-06-06 15:11:00,2023-06-06 15:11:00,0.0,1,1,345.91
U0081_S1,81,20230603,2023-06-03 02:51:00,2023-06-03 02:51:00,0.0,1,1,398.75
U0081_S2,81,20230603,2023-06-03 23:27:00,2023-06-03 23:27:00,0.0,1,1,1696.72
U0081_S3,81,20230604,2023-06-04 09:06:00,2023-06-04 09:06:00,0.0,1,1,488.78
U0081_S4,81,20230606,2023-06-06 08:29:00,2023-06-06 08:29:00,0.0,1,1,0.0
U0082_S1,82,20230604,2023-06-04 16:54:00,2023-06-04 16:54:00,0.0,1,1,0.0
U0082_S2,82,20230605,2023-06-05 20:57:00,2023-06-05 20:57:00,0.0,1,1,1567.14
U0082_S3,82,20230606,2023-06-06 02:15:00,2023-06-06 02:15:00,0.0,1,1,2922.77
U0082_S4,82,20230606,2023-06-06 18:47:00,2023-06-06 18:47:00,0.0,1,1,106.78
U0083_S1,83,20230604,2023-06-04 16:59:00,2023-06-04 16:59:00,0.0,1,1,295.11
U0083_S2,83,20230605,2023-06-05 10:36:00,2023-06-05 10:36:00,0.0,1,1,0.0
U0083_S3,83,20230606,2023-06-06 19:07:00,2023-06-06 19:07:00,0.0,1,1,0.0
U0084_S1,84,20230601,2023-06-01 22:53:00,2023-06-01 22:53:00,0.0,1,1,1328.55
U0084_S2,84,20230602,2023-06-02 02:03:00,2023-06-02 02:03:00,0.0,1,1,142.36
U0084_S3,84,20230602,2023-06-02 07:51:00,2023-06-02 07:51:00,0.0,1,1,152.8
U0084_S4,84,20230602,2023-06-02 15:10:00,2023-06-02 15:10:00,0.0,1,1,0.0
U0084_S5,84,20230602,2023-06-02 17:59:00,2023-06-02 17:59:00,0.0,1,1,792.66
U0085_S1,85,20230601,2023-06-01 23:36:00,2023-06-01 23:36:00,0.0,1,1,609.96
U0085_S2,85,20230603,2023-06-03 09:23:00,2023-06-03 09:23:00,0.0,1,1,0.0
U0085_S3,85,20230605,2023-06-05 12:31:00,2023-06-05 12:31:00,0.0,1,1,0.0
U0086_S1,86,20230604,2023-06-04 07:01:00,2023-06-04 07:01:00,0.0,1,1,0.0
U0086_S2,86,20230605,2023-06-05 23:13:00,2023-06-05 23:13:00,0.0,1,1,615.95
U0086_S3,86,20230606,2023-06-06 03:49:00,2023-06-06 03:49:00,0.0,1,1,0.0
U0087_S1,87,20230602,2023-06-02 06:47:00,2023-06-02 06:47:00,0.0,1,1,1753.13
U0087_S2,87,20230604,2023-06-04 02:35:00,2023-06-04 02:35:00,0.0,1,1,1377.8
U0087_S3,87,20230606,2023-06-06 12:02:00,2023-06-06 12:02:00,0.0,1,1,2911.01
U0087_S4,87,20230606,2023-06-06 14:31:00,2023-06-06 14:31:00,0.0,1,1,951.32
U0087_S5,87,20230606,2023-06-06 18:18:00,2023-06-06 18:18:00,0.0,1,1,852.97
U0088_S1,88,20230601,2023-06-01 15:06:00,2023-06-01 15:06:00,0.0,1,1,2923.74
U0088_S2,88,20230603,2023-06-03 08:47:00,2023-06-03 08:47:00,0.0,1,1,0.0
U0088_S3,88,20230605,2023-06-05 09:32:00,2023-06-05 09:32:00,0.0,1,1,0.0
U0088_S4,88,20230605,2023-06-05 20:24:00,2023-06-05 20:24:00,0.0,1,1,2193.55
U0089_S1,89,20230601,2023-06-01 11:54:00,2023-06-01 11:54:00,0.0,1,1,1071.66
U0089_S2,89,20230602,2023-06-02 22:29:00,2023-06-02 22:29:00,0.0,1,1,0.0
U0089_S3,89,20230603,2023-06-03 00:30:00,2023-06-03 00:30:00,0.0,1,1,0.0
U0089_S4,89,20230603,2023-06-03 05:56:00,2023-06-03 05:56:00,0.0,1,1,1252.73
U0089_S5,89,20230603,2023-06-03 09:40:00,2023-06-03 09:40:00,0.0,1,1,327.12
U0089_S6,89,20230605,2023-06-05 02:38:00,2023-06-05 02:38:00,0.0,1,1,1787.22
U0090_S1,90,20230601,2023-06-01 20:10:00,2023-06-01 20:10:00,0.0,1,1,0.0
U0090_S2,90,20230602,2023-06-02 09:59:00,2023-06-02 09:59:00,0.0,1,1,0.0
U0090_S3,90,20230603,2023-06-03 17:45:00,2023-06-03 17:45:00,0.0,1,1,0.0
U0090_S4,90,20230604,2023-06-04 02:52:00,2023-06-04 02:52:00,0.0,1,1,0.0
U0090_S5,90,20230605,2023-06-05 11:20:00,2023-06-05 11:20:00,0.0,1,1,0.0
U0091_S1,91,20230602,2023-06-02 03:08:00,2023-06-02 03:08:00,0.0,1,1,0.0
U0091_S2,91,20230603,2023-06-03 22:12:00,2023-06-03 22:12:00,0.0,1,1,0.0
U0091_S3,91,20230606,2023-06-06 05:08:00,2023-06-06 05:08:00,0.0,1,1,2465.97
U0092_S1,92,20230602,2023-06-02 07:42:00,2023-06-02 07:42:00,0.0,1,1,0.0
U0092_S2,92,20230604,2023-06-04 07:53:00,2023-06-04 07:53:00,0.0,1,1,1410.02
U0092_S3,92,20230605,2023-06-05 23:56:00,2023-06-05 23:56:00,0.0,1,1,2411.61
U0092_S4,92,20230606,2023-06-06 08:43:00,2023-06-06 08:43:00,0.0,1,1,675.81
U0093_S1,93,20230601,2023-06-01 14:18:00,2023-06-01 14:18:00,0.0,1,1,0.0
U0093_S2,93,20230602,2023-06-02 05:22:00,2023-06-02 05:22:00,0.0,1,1,2611.08
U0093_S3,93,20230602,2023-06-02 07:29:00,2023-06-02 07:29:00,0.0,1,1,293.63
U0093_S4,93,20230602,2023-06-02 09:53:00,2023-06-02 09:53:00,0.0,1,1,0.0
U0093_S5,93,20230602,2023-06-02 23:44:00,2023-06-02 23:44:00,0.0,1,1,0.0
U0093_S6,93,20230604,2023-06-04 15:01:00,2023-06-04 15:01:00,0.0,1,1,0.0
U0093_S7,93,20230605,2023-06-05 14:12:00,2023-06-05 14:12:00,0.0,1,1,0.0
U0094_S1,94,20230604,2023-06-04 18:44:00,2023-06-04 18:44:00,0.0,1,1,0.0
U0094_S2,94,20230605,2023-06-05 04:46:00,2023-06-05 04:46:00,0.0,1,1,1202.38
U0094_S3,94,20230605,2023-06-05 12:22:00,2023-06-05 12:22:00,0.0,1,1,0.0
U0094_S4,94,20230605,2023-06-05 22:37:00,2023-06-05 22:52:00,15.0,2,2,1692.82
U0095_S1,95,20230602,2023-06-02 01:05:00,2023-06-02 01:05:00,0.0,1,1,575.4
U0095_S2,95,20230602,2023-06-02 11:58:00,2023-06-02 11:58:00,0.0,1,1,0.0
U0095_S3,95,20230602,2023-06-02 20:56:00,2023-06-02 20:56:00,0.0,1,1,284.82
U0095_S4,95,20230603,2023-06-03 21:09:00,2023-06-03 21:09:00,0.0,1,1,650.57
U0095_S5,95,20230605,2023-06-05 23:39:00,2023-06-05 23:39:00,0.0,1,1,0.0
U0095_S6,95,20230606,2023-06-06 09:12:00,2023-06-06 09:12:00,0.0,1,1,0.0
U0096_S1,96,20230604,2023-06-04 00:47:00,2023-06-04 00:47:00,0.0,1,1,0.0
U0096_S2,96,20230604,2023-06-04 02:10:00,2023-06-04 02:10:00,0.0,1,1,0.0
U0096_S3,96,20230604,2023-06-04 03:04:00,2023-06-04 03:04:00,0.0,1,1,2954.48
U0096_S4,96,20230604,2023-06-04 11:08:00,2023-06-04 11:08:00,0.0,1,1,2326.66
U0096_S5,96,20230606,2023-06-06 04:38:00,2023-06-06 04:38:00,0.0,1,1,0.0
U0097_S1,97,20230601,2023-06-01 20:57:00,2023-06-01 20:57:00,0.0,1,1,2546.29
U0097_S2,97,20230602,2023-06-02 12:42:00,2023-06-02 12:42:00,0.0,1,1,0.0
U0097_S3,97,20230603,2023-06-03 11:23:00,2023-06-03 11:23:00,0.0,1,1,0.0
U0097_S4,97,20230605,2023-06-05 11:43:00,2023-06-05 11:43:00,0.0,1,1,577.91
U0097_S5,97,20230605,2023-06-05 15:57:00,2023-06-05 15:57:00,0.0,1,1,2035.15
U0098_S1,98,20230601,2023-06-01 09:00:00,2023-06-01 09:00:00,0.0,1,1,0.0
U0098_S10,98,20230605,2023-06-05 17:55:00,2023-06-05 17:55:00,0.0,1,1,0.0
U0098_S2,98,20230601,2023-06-01 18:43:00,2023-06-01 18:43:00,0.0,1,1,0.0
U0098_S3,98,20230602,2023-06-02 03:54:00,2023-06-02 03:54:00,0.0,1,1,2561.65
U0098_S4,98,20230603,2023-06-03 21:26:00,2023-06-03 21:26:00,0.0,1,1,0.0
U0098_S5,98,20230604,2023-06-04 00:39:00,2023-06-04 00:39:00,0.0,1,1,0.0
U0098_S6,98,20230604,2023-06-04 02:50:00,2023-06-04 02:50:00,0.0,1,1,223.63
U0098_S7,98,20230604,2023-06-04 21:09:00,2023-06-04 21:09:00,0.0,1,1,329.59
U0098_S8,98,20230605,2023-06-05 05:57:00,2023-06-05 05:57:00,0.0,1,1,100.19
U0098_S9,98,20230605,2023-06-05 13:44:00,2023-06-05 13:44:00,0.0,1,1,0.0
U0099_S1,99,20230601,2023-06-01 12:38:00,2023-06-01 12:38:00,0.0,1,1,1269.79
U0099_S2,99,20230602,2023-06-02 02:25:00,2023-06-02 02:25:00,0.0,1,1,2334.22
U0099_S3,99,20230603,2023-06-03 04:13:00,2023-06-03 04:13:00,0.0,1,1,0.0
U0099_S4,99,20230604,2023-06-04 08:04:00,2023-06-04 08:04:00,0.0,1,1,0.0
U0099_S5,99,20230604,2023-06-04 21:26:00,2023-06-04 21:26:00,0.0,1,1,0.0
U0099_S6,99,20230605,2023-06-05 11:06:00,2023-06-05 11:06:00,0.0,1,1,0.0
U0099_S7,99,20230605,2023-06-05 15:25:00,2023-06-05 15:25:00,0.0,1,1,0.0
U0099_S8,99,20230606,2023-06-06 18:16:00,2023-06-06 18:16:00,0.0,1,1,1546.27
U0100_S1,100,20230602,2023-06-02 09:02:00,2023-06-02 09:02:00,0.0,1,1,0.0
U0100_S2,100,20230604,2023-06-04 15:15:00,2023-06-04 15:15:00,0.0,1,1,0.0
U0100_S3,100,20230606,2023-06-06 02:04:00,2023-06-06 02:04:00,0.0,1,1,2056.05
U0101_S1,101,20230603,2023-06-03 05:43:00,2023-06-03 05:43:00,0.0,1,1,616.67
U0101_S2,101,20230603,2023-06-03 14:57:00,2023-06-03 14:57:00,0.0,1,1,2965.77
U0101_S3,101,20230603,2023-06-03 17:19:00,2023-06-03 17:19:00,0.0,1,1,1664.42
U0101_S4,101,20230603,2023-06-03 20:43:00,2023-06-03 20:43:00,0.0,1,1,1581.19
U0101_S5,101,20230604,2023-06-04 03:51:00,2023-06-04 03:51:00,0.0,1,1,0.0
U0101_S6,101,20230604,2023-06-04 14:48:00,2023-06-04 14:48:00,0.0,1,1,0.0
U0101_S7,101,20230605,2023-06-05 02:19:00,2023-06-05 02:19:00,0.0,1,1,0.0
U0102_S1,102,20230601,2023-06-01 11:25:00,2023-06-01 11:25:00,0.0,1,1,0.0
U0102_S2,102,20230601,2023-06-01 12:21:00,2023-06-01 12:21:00,0.0,1,1,2384.84
U0102_S3,102,20230602,2023-06-02 15:23:00,2023-06-02 15:23:00,0.0,1,1,2762.11
U0102_S4,102,20230605,2023-06-05 08:55:00,2023-06-05 08:55:00,0.0,1,1,0.0
U0103_S1,103,20230602,2023-06-02 21:35:00,2023-06-02 21:35:00,0.0,1,1,0.0
U0103_S2,103,20230603,2023-06-03 16:48:00,2023-06-03 16:48:00,0.0,1,1,0.0
U0103_S3,103,20230603,2023-06-03 22:30:00,2023-06-03 22:30:00,0.0,1,1,1761.35
U0103_S4,103,20230606,2023-06-06 02:39:00,2023-06-06 02:39:00,0.0,1,1,2050.83
U0104_S1,104,20230601,2023-06-01 15:36:00,2023-06-01 15:36:00,0.0,1,1,0.0
U0104_S2,104,20230604,2023-06-04 15:28:00,2023-06-04 15:28:00,0.0,1,1,1429.51
U0104_S3,104,20230605,2023-06-05 11:14:00,2023-06-05 11:14:00,0.0,1,1,0.0
U0104_S4,104,20230606,2023-06-06 09:35:00,2023-06-06 09:35:00,0.0,1,1,0.0
U0104_S5,104,20230606,2023-06-06 19:36:00,2023-06-06 19:36:00,0.0,1,1,474.5
U0105_S1,105,20230602,2023-06-02 18:11:00,2023-06-02 18:11:00,0.0,1,1,0.0
U0105_S2,105,20230603,2023-06-03 04:34:00,2023-06-03 04:34:00,0.0,1,1,0.0
U0105_S3,105,20230603,2023-06-03 08:49:00,2023-06-03 08:49:00,0.0,1,1,0.0
U0105_S4,105,20230603,2023-06-03 23:36:00,2023-06-03 23:36:00,0.0,1,1,0.0
U0105_S5,105,20230604,2023-06-04 12:34:00,2023-06-04 12:34:00,0.0,1,1,0.0
U0105_S6,105,20230604,2023-06-04 17:36:00,2023-06-04 17:36:00,0.0,1,1,1177.06
U0106_S1,106,20230601,2023-06-01 14:55:00,2023-06-01 14:55:00,0.0,1,1,748.52
U0106_S2,106,20230602,2023-06-02 08:46:00,2023-06-02 08:46:00,0.0,1,1,545.85
U0106_S3,106,20230605,2023-06-05 05:22:00,2023-06-05 05:22:00,0.0,1,1,2503.33
U0106_S4,106,20230605,2023-06-05 17:41:00,2023-06-05 17:41:00,0.0,1,1,0.0
U0106_S5,106,20230606,2023-06-06 02:53:00,2023-06-06 02:53:00,0.0,1,1,0.0
U0106_S6,106,20230606,2023-06-06 16:03:00,2023-06-06 16:03:00,0.0,1,1,0.0
U0106_S7,106,20230606,2023-06-06 18:08:00,2023-06-06 18:08:00,0.0,1,1,0.0
U0107_S1,107,20230601,2023-06-01 12:15:00,2023-06-01 12:15:00,0.0,1,1,1513.26
U0107_S2,107,20230601,2023-06-01 20:17:00,2023-06-01 20:17:00,0.0,1,1,1287.35
