user_key,product_key,event_type_key,date_key,session_id,event_time,amount,minutes_since_prev
69,13,3,20230606,U0069_S5,2023-06-06 14:22:00,969.95,277.0
70,30,2,20230601,U0070_S1,2023-06-01 13:49:00,0.0,
70,20,8,20230605,U0070_S2,2023-06-05 12:52:00,2910.47,5703.0
70,17,8,20230605,U0070_S3,2023-06-05 17:36:00,0.0,284.0
70,20,7,20230606,U0070_S4,2023-06-06 05:34:00,0.0,718.0
71,6,6,20230602,U0071_S1,2023-06-02 06:07:00,0.0,
71,22,6,20230604,U0071_S2,2023-06-04 10:53:00,0.0,3166.0
71,22,1,20230605,U0071_S3,2023-06-05 16:18:00,0.0,1765.0
71,27,1,20230606,U0071_S4,2023-06-06 16:12:00,2470.15,1434.0
71,17,5,20230606,U0071_S5,2023-06-06 18:34:00,0.0,142.0
72,4,8,20230602,U0072_S1,2023-06-02 12:58:00,684.69,
72,5,1,20230604,U0072_S2,2023-06-04 01:38:00,1004.24,2200.0
72,14,1,20230605,U0072_S3,2023-06-05 08:55:00,0.0,1877.0
73,14,3,20230602,U0073_S1,2023-06-02 15:25:00,0.0,
73,8,7,20230603,U0073_S2,2023-06-03 16:14:00,0.0,1489.0
73,26,8,20230604,U0073_S3,2023-06-04 08:34:00,0.0,980.0
73,9,7,20230604,U0073_S4,2023-06-04 18:31:00,0.0,597.0
73,24,6,20230606,U0073_S5,2023-06-06 13:49:00,0.0,2598.0
74,20,6,20230601,U0074_S1,2023-06-01 09:21:00,2123.81,
74,2,5,20230601,U0074_S2,2023-06-01 19:32:00,0.0,611.0
74,21,1,20230602,U0074_S3,2023-06-02 16:32:00,0.0,1260.0
74,3,6,20230605,U0074_S4,2023-06-05 12:48:00,1470.82,4096.0
75,20,1,20230602,U0075_S1,2023-06-02 00:20:00,885.17,
75,5,5,20230603,U0075_S2,2023-06-03 12:38:00,2418.76,2178.0
75,15,3,20230606,U0075_S3,2023-06-06 14:40:00,1575.07,4442.0
76,1,8,20230605,U0076_S1,2023-06-05 16:51:00,0.0,
76,21,6,20230606,U0076_S2,2023-06-06 13:05:00,1473.92,1214.0
77,11,2,20230601,U0077_S1,2023-06-01 19:29:00,0.0,
77,5,4,20230601,U0077_S2,2023-06-01 22:13:00,2983.48,164.0
77,12,3,20230603,U0077_S3,2023-06-03 07:59:00,0.0,2026.0
77,19,1,20230604,U0077_S4,2023-06-04 11:47:00,0.0,1668.0
77,7,1,20230605,U0077_S5,2023-06-05 11:26:00,0.0,1419.0
77,18,2,20230606,U0077_S6,2023-06-06 01:49:00,315.52,863.0
78,27,2,20230603,U0078_S1,2023-06-03 05:34:00,2394.98,
78,24,5,20230603,U0078_S2,2023-06-03 08:48:00,2270.34,194.0
78,11,1,20230603,U0078_S3,2023-06-03 17:13:00,2743.28,505.0
78,25,2,20230604,U0078_S4,2023-06-04 21:31:00,594.83,1698.0
78,20,1,20230605,U0078_S5,2023-06-05 00:23:00,2931.22,172.0
78,18,7,20230605,U0078_S6,2023-06-05 20:13:00,815.79,1190.0
78,7,7,20230605,U0078_S7,2023-06-05 22:44:00,0.0,151.0
79,5,7,20230601,U0079_S1,2023-06-01 23:50:00,0.0,
79,29,3,20230602,U0079_S2,2023-06-02 02:17:00,0.0,147.0
79,12,7,20230602,U0079_S3,2023-06-02 03:02:00,2706.02,45.0
79,27,3,20230602,U0079_S4,2023-06-02 19:58:00,0.0,1016.0
79,13,5,20230605,U0079_S5,2023-06-05 16:45:00,0.0,4127.0
79,4,5,20230606,U0079_S6,2023-06-06 11:30:00,980.23,1125.0
80,20,8,20230601,U0080_S1,2023-06-01 18:33:00,1357.65,
80,7,3,20230601,U0080_S1,2023-06-01 18:34:00,0.0,1.0
80,1,4,20230602,U0080_S2,2023-06-02 05:03:00,0.0,629.0
80,10,6,20230602,U0080_S3,2023-06-02 21:16:00,0.0,973.0
80,13,7,20230602,U0080_S4,2023-06-02 22:25:00,2627.84,69.0
80,27,3,20230604,U0080_S5,2023-06-04 16:50:00,1642.91,2545.0
80,5,7,20230605,U0080_S6,2023-06-05 04:39:00,957.39,709.0
80,8,4,20230606,U0080_S7,2023-06-06 15:11:00,345.91,2072.0
81,26,8,20230603,U0081_S1,2023-06-03 02:51:00,398.75,
81,27,3,20230603,U0081_S2,2023-06-03 23:27:00,1696.72,1236.0
81,15,7,20230604,U0081_S3,2023-06-04 09:06:00,488.78,579.0
81,8,8,20230606,U0081_S4,2023-06-06 08:29:00,0.0,2843.0
82,21,8,20230604,U0082_S1,2023-06-04 16:54:00,0.0,
82,16,6,20230605,U0082_S2,2023-06-05 20:57:00,1567.14,1683.0
82,27,7,20230606,U0082_S3,2023-06-06 02:15:00,2922.77,318.0
82,25,4,20230606,U0082_S4,2023-06-06 18:47:00,106.78,992.0
83,27,7,20230604,U0083_S1,2023-06-04 16:59:00,295.11,
83,23,1,20230605,U0083_S2,2023-06-05 10:36:00,0.0,1057.0
83,2,8,20230606,U0083_S3,2023-06-06 19:07:00,0.0,1951.0
84,26,5,20230601,U0084_S1,2023-06-01 22:53:00,1328.55,
84,27,3,20230602,U0084_S2,2023-06-02 02:03:00,142.36,190.0
84,27,7,20230602,U0084_S3,2023-06-02 07:51:00,152.8,348.0
84,18,4,20230602,U0084_S4,2023-06-02 15:10:00,0.0,439.0
84,28,1,20230602,U0084_S5,2023-06-02 17:59:00,792.66,169.0
85,7,3,20230601,U0085_S1,2023-06-01 23:36:00,609.96,
85,8,2,20230603,U0085_S2,2023-06-03 09:23:00,0.0,2027.0
85,17,6,20230605,U0085_S3,2023-06-05 12:31:00,0.0,3068.0
86,20,3,20230604,U0086_S1,2023-06-04 07:01:00,0.0,
86,26,2,20230605,U0086_S2,2023-06-05 23:13:00,615.95,2412.0
86,30,6,20230606,U0086_S3,2023-06-06 03:49:00,0.0,276.0
87,22,5,20230602,U0087_S1,2023-06-02 06:47:00,1753.13,
87,1,3,20230604,U0087_S2,2023-06-04 02:35:00,1377.8,2628.0
87,6,6,20230606,U0087_S3,2023-06-06 12:02:00,2911.01,3447.0
87,8,3,20230606,U0087_S4,2023-06-06 14:31:00,951.32,149.0
87,18,3,20230606,U0087_S5,2023-06-06 18:18:00,852.97,227.0
88,15,1,20230601,U0088_S1,2023-06-01 15:06:00,2923.74,
88,18,3,20230603,U0088_S2,2023-06-03 08:47:00,0.0,2501.0
88,17,7,20230605,U0088_S3,2023-06-05 09:32:00,0.0,2925.0
88,3,5,20230605,U0088_S4,2023-06-05 20:24:00,2193.55,652.0
89,9,6,20230601,U0089_S1,2023-06-01 11:54:00,1071.66,
89,7,2,20230602,U0089_S2,2023-06-02 22:29:00,0.0,2075.0
89,9,7,20230603,U0089_S3,2023-06-03 00:30:00,0.0,121.0
89,9,6,20230603,U0089_S4,2023-06-03 05:56:00,1252.73,326.0
89,26,7,20230603,U0089_S5,2023-06-03 09:40:00,327.12,224.0
89,20,6,20230605,U0089_S6,2023-06-05 02:38:00,1787.22,2458.0
90,11,4,20230601,U0090_S1,2023-06-01 20:10:00,0.0,
90,11,1,20230602,U0090_S2,2023-06-02 09:59:00,0.0,829.0
90,13,2,20230603,U0090_S3,2023-06-03 17:45:00,0.0,1906.0
90,7,7,20230604,U0090_S4,2023-06-04 02:52:00,0.0,547.0
90,2,6,20230605,U0090_S5,2023-06-05 11:20:00,0.0,1948.0
91,10,7,20230602,U0091_S1,2023-06-02 03:08:00,0.0,
91,8,3,20230603,U0091_S2,2023-06-03 22:12:00,0.0,2584.0
91,19,8,20230606,U0091_S3,2023-06-06 05:08:00,2465.97,3296.0
92,13,2,20230602,U0092_S1,2023-06-02 07:42:00,0.0,
92,12,7,20230604,U0092_S2,2023-06-04 07:53:00,1410.02,2891.0
92,27,8,20230605,U0092_S3,2023-06-05 23:56:00,2411.61,2403.0
92,11,1,20230606,U0092_S4,2023-06-06 08:43:00,675.81,527.0
93,16,2,20230601,U0093_S1,2023-06-01 14:18:00,0.0,
93,19,2,20230602,U0093_S2,2023-06-02 05:22:00,2611.08,904.0
93,14,5,20230602,U0093_S3,2023-06-02 07:29:00,293.63,127.0
93,10,5,20230602,U0093_S4,2023-06-02 09:53:00,0.0,144.0
93,19,1,20230602,U0093_S5,2023-06-02 23:44:00,0.0,831.0
93,7,6,20230604,U0093_S6,2023-06-04 15:01:00,0.0,2357.0
93,4,3,20230605,U0093_S7,2023-06-05 14:12:00,0.0,1391.0
94,4,2,20230604,U0094_S1,2023-06-04 18:44:00,0.0,
94,22,6,20230605,U0094_S2,2023-06-05 04:46:00,1202.38,602.0
94,19,5,20230605,U0094_S3,2023-06-05 12:22:00,0.0,456.0
94,7,8,20230605,U0094_S4,2023-06-05 22:37:00,0.0,615.0
94,10,8,20230605,U0094_S4,2023-06-05 22:52:00,1692.82,15.0
95,19,3,20230602,U0095_S1,2023-06-02 01:05:00,575.4,
95,25,6,20230602,U0095_S2,2023-06-02 11:58:00,0.0,653.0
95,19,3,20230602,U0095_S3,2023-06-02 20:56:00,284.82,538.0
95,5,6,20230603,U0095_S4,2023-06-03 21:09:00,650.57,1453.0
95,4,1,20230605,U0095_S5,2023-06-05 23:39:00,0.0,3030.0
95,7,8,20230606,U0095_S6,2023-06-06 09:12:00,0.0,573.0
96,17,5,20230604,U0096_S1,2023-06-04 00:47:00,0.0,
96,15,4,20230604,U0096_S2,2023-06-04 02:10:00,0.0,83.0
96,6,8,20230604,U0096_S3,2023-06-04 03:04:00,2954.48,54.0
96,25,4,20230604,U0096_S4,2023-06-04 11:08:00,2326.66,484.0
96,8,7,20230606,U0096_S5,2023-06-06 04:38:00,0.0,2490.0
97,24,5,20230601,U0097_S1,2023-06-01 20:57:00,2546.29,
97,14,7,20230602,U0097_S2,2023-06-02 12:42:00,0.0,945.0
97,19,6,20230603,U0097_S3,2023-06-03 11:23:00,0.0,1361.0
97,20,4,20230605,U0097_S4,2023-06-05 11:43:00,577.91,2900.0
97,5,2,20230605,U0097_S5,2023-06-05 15:57:00,2035.15,254.0
98,23,2,20230601,U0098_S1,2023-06-01 09:00:00,0.0,
98,2,6,20230601,U0098_S2,2023-06-01 18:43:00,0.0,583.0
98,17,2,20230602,U0098_S3,2023-06-02 03:54:00,2561.65,551.0
98,26,2,20230603,U0098_S4,2023-06-03 21:26:00,0.0,2492.0
98,30,6,20230604,U0098_S5,2023-06-04 00:39:00,0.0,193.0
98,27,1,20230604,U0098_S6,2023-06-04 02:50:00,223.63,131.0
98,27,8,20230604,U0098_S7,2023-06-04 21:09:00,329.59,1099.0
98,5,1,20230605,U0098_S8,2023-06-05 05:57:00,100.19,528.0
98,20,6,20230605,U0098_S9,2023-06-05 13:44:00,0.0,467.0
98,25,4,20230605,U0098_S10,2023-06-05 17:55:00,0.0,251.0
99,11,2,20230601,U0099_S1,2023-06-01 12:38:00,1269.79,
99,24,6,20230602,U0099_S2,2023-06-02 02:25:00,2334.22,827.0
99,10,2,20230603,U0099_S3,2023-06-03 04:13:00,0.0,1548.0
99,11,8,20230604,U0099_S4,2023-06-04 08:04:00,0.0,1671.0
99,10,3,20230604,U0099_S5,2023-06-04 21:26:00,0.0,802.0
99,24,1,20230605,U0099_S6,2023-06-05 11:06:00,0.0,820.0
99,26,8,20230605,U0099_S7,2023-06-05 15:25:00,0.0,259.0
99,1,5,20230606,U0099_S8,2023-06-06 18:16:00,1546.27,1611.0
100,29,2,20230602,U0100_S1,2023-06-02 09:02:00,0.0,
100,5,5,20230604,U0100_S2,2023-06-04 15:15:00,0.0,3253.0
100,28,3,20230606,U0100_S3,2023-06-06 02:04:00,2056.05,2089.0
101,30,8,20230603,U0101_S1,2023-06-03 05:43:00,616.67,
101,16,1,20230603,U0101_S2,2023-06-03 14:57:00,2965.77,554.0
101,10,7,20230603,U0101_S3,2023-06-03 17:19:00,1664.42,142.0
101,10,1,20230603,U0101_S4,2023-06-03 20:43:00,1581.19,204.0
101,17,6,20230604,U0101_S5,2023-06-04 03:51:00,0.0,428.0
101,24,8,20230604,U0101_S6,2023-06-04 14:48:00,0.0,657.0
101,10,1,20230605,U0101_S7,2023-06-05 02:19:00,0.0,691.0
102,9,3,20230601,U0102_S1,2023-06-01 11:25:00,0.0,
102,2,8,20230601,U0102_S2,2023-06-01 12:21:00,2384.84,56.0
102,4,1,20230602,U0102_S3,2023-06-02 15:23:00,2762.11,1622.0
102,11,7,20230605,U0102_S4,2023-06-05 08:55:00,0.0,3932.0
103,27,1,20230602,U0103_S1,2023-06-02 21:35:00,0.0,
103,10,7,20230603,U0103_S2,2023-06-03 16:48:00,0.0,1153.0
103,1,8,20230603,U0103_S3,2023-06-03 22:30:00,1761.35,342.0
103,1,5,20230606,U0103_S4,2023-06-06 02:39:00,2050.83,3129.0
104,27,8,20230601,U0104_S1,2023-06-01 15:36:00,0.0,
104,8,5,20230604,U0104_S2,2023-06-04 15:28:00,1429.51,4312.0
104,21,2,20230605,U0104_S3,2023-06-05 11:14:00,0.0,1186.0
104,7,3,20230606,U0104_S4,2023-06-06 09:35:00,0.0,1341.0
104,8,4,20230606,U0104_S5,2023-06-06 19:36:00,474.5,601.0
105,14,6,20230602,U0105_S1,2023-06-02 18:11:00,0.0,
105,17,3,20230603,U0105_S2,2023-06-03 04:34:00,0.0,623.0
105,14,6,20230603,U0105_S3,2023-06-03 08:49:00,0.0,255.0
105,15,5,20230603,U0105_S4,2023-06-03 23:36:00,0.0,887.0
105,8,5,20230604,U0105_S5,2023-06-04 12:34:00,0.0,778.0
105,17,7,20230604,U0105_S6,2023-06-04 17:36:00,1177.06,302.0
106,4,2,20230601,U0106_S1,2023-06-01 14:55:00,748.52,
106,3,7,20230602,U0106_S2,2023-06-02 08:46:00,545.85,1071.0
106,28,4,20230605,U0106_S3,2023-06-05 05:22:00,2503.33,4116.0
106,4,5,20230605,U0106_S4,2023-06-05 17:41:00,0.0,739.0
106,21,4,20230606,U0106_S5,2023-06-06 02:53:00,0.0,552.0
106,1,7,20230606,U0106_S6,2023-06-06 16:03:00,0.0,790.0
106,5,1,20230606,U0106_S7,2023-06-06 18:08:00,0.0,125.0
107,20,8,20230601,U0107_S1,2023-06-01 12:15:00,1513.26,
107,11,4,20230601,U0107_S2,2023-06-01 20:17:00,1287.35,482.0
107,24,1,20230602,U0107_S3,2023-06-02 06:29:00,0.0,612.0
107,18,3,20230603,U0107_S4,2023-06-03 00:10:00,0.0,1061.0
107,18,8,20230604,U0107_S5,2023-06-04 18:53:00,0.0,2563.0
107,30,2,20230606,U0107_S6,2023-06-06 02:44:00,0.0,1911.0
107,3,3,20230606,U0107_S7,2023-06-06 06:13:00,0.0,209.0
108,6,2,20230604,U0108_S1,2023-06-04 03:16:00,2876.98,
108,19,6,20230605,U0108_S2,2023-06-05 12:19:00,2508.07,1983.0
108,26,7,20230606,U0108_S3,2023-06-06 08:26:00,0.0,1207.0
109,5,5,20230601,U0109_S1,2023-06-01 22:58:00,2996.21,
109,25,7,20230605,U0109_S2,2023-06-05 00:09:00,2267.92,4391.0
109,22,5,20230605,U0109_S3,2023-06-05 02:24:00,0.0,135.0
110,14,4,20230603,U0110_S1,2023-06-03 20:00:00,2536.56,
110,14,3,20230606,U0110_S2,2023-06-06 00:38:00,218.24,3158.0
111,17,2,20230603,U0111_S1,2023-06-03 06:33:00,0.0,
111,17,3,20230603,U0111_S2,2023-06-03 20:57:00,1467.93,864.0
111,29,4,20230604,U0111_S3,2023-06-04 00:32:00,1611.91,215.0
111,28,4,20230605,U0111_S4,2023-06-05 17:33:00,2054.28,2461.0
111,17,3,20230605,U0111_S5,2023-06-05 18:58:00,998.96,85.0
111,1,5,20230606,U0111_S6,2023-06-06 01:21:00,200.12,383.0
112,2,6,20230601,U0112_S1,2023-06-01 19:50:00,0.0,
112,7,4,20230603,U0112_S2,2023-06-03 09:45:00,1879.28,2275.0
112,18,4,20230604,U0112_S3,2023-06-04 13:10:00,1703.63,1645.0
112,4,2,20230604,U0112_S4,2023-06-04 23:15:00,0.0,605.0
112,24,2,20230606,U0112_S5,2023-06-06 08:24:00,0.0,1989.0
113,5,5,20230601,U0113_S1,2023-06-01 08:22:00,0.0,
113,2,8,20230602,U0113_S2,2023-06-02 23:42:00,1059.78,2360.0
113,5,5,20230603,U0113_S3,2023-06-03 00:21:00,0.0,39.0
113,15,6,20230603,U0113_S4,2023-06-03 09:08:00,717.14,527.0
113,10,8,20230606,U0113_S5,2023-06-06 03:51:00,0.0,4003.0
113,22,1,20230606,U0113_S6,2023-06-06 06:33:00,1614.1,162.0
113,3,5,20230606,U0113_S7,2023-06-06 08:21:00,0.0,108.0
114,3,2,20230601,U0114_S1,2023-06-01 13:44:00,0.0,
114,1,4,20230603,U0114_S2,2023-06-03 00:37:00,2966.75,2093.0
114,8,5,20230603,U0114_S3,2023-06-03 10:53:00,2625.13,616.0
114,5,5,20230603,U0114_S4,2023-06-03 21:11:00,0.0,618.0
114,5,6,20230603,U0114_S4,2023-06-03 21:35:00,2196.32,24.0
115,24,1,20230602,U0115_S1,2023-06-02 21:50:00,1728.67,
115,27,7,20230604,U0115_S2,2023-06-04 12:56:00,0.0,2346.0
115,5,1,20230605,U0115_S3,2023-06-05 04:21:00,2361.07,925.0
115,2,7,20230606,U0115_S4,2023-06-06 08:34:00,0.0,1693.0
116,9,1,20230602,U0116_S1,2023-06-02 13:27:00,2677.38,
116,24,6,20230603,U0116_S2,2023-06-03 23:58:00,0.0,2071.0
116,7,6,20230604,U0116_S3,2023-06-04 23:33:00,0.0,1415.0
116,4,2,20230606,U0116_S4,2023-06-06 09:39:00,2395.71,2046.0
117,11,2,20230601,U0117_S1,2023-06-01 13:46:00,370.37,
117,22,2,20230602,U0117_S2,2023-06-02 08:39:00,0.0,1133.0
117,17,4,20230604,U0117_S3,2023-06-04 13:07:00,0.0,3148.0
117,13,3,20230604,U0117_S4,2023-06-04 18:27:00,0.0,320.0
117,22,1,20230604,U0117_S5,2023-06-04 21:29:00,0.0,182.0
117,20,3,20230605,U0117_S6,2023-06-05 08:10:00,267.13,641.0
117,14,3,20230605,U0117_S7,2023-06-05 17:22:00,0.0,552.0
117,5,1,20230605,U0117_S8,2023-06-05 20:00:00,0.0,158.0
118,4,6,20230602,U0118_S1,2023-06-02 01:27:00,0.0,
118,4,7,20230604,U0118_S2,2023-06-04 07:09:00,0.0,3222.0
119,10,3,20230601,U0119_S1,2023-06-01 21:21:00,1172.38,
119,30,3,20230602,U0119_S2,2023-06-02 08:20:00,0.0,659.0
119,25,7,20230602,U0119_S3,2023-06-02 16:50:00,2305.5,510.0
119,12,4,20230603,U0119_S4,2023-06-03 16:25:00,0.0,1415.0
119,27,4,20230603,U0119_S4,2023-06-03 16:46:00,578.87,21.0
119,21,3,20230604,U0119_S5,2023-06-04 22:24:00,0.0,1778.0
119,26,3,20230605,U0119_S6,2023-06-05 18:00:00,0.0,1176.0
119,10,4,20230605,U0119_S7,2023-06-05 20:45:00,0.0,165.0
120,1,5,20230601,U0120_S1,2023-06-01 19:22:00,2426.87,
120,3,3,20230602,U0120_S2,2023-06-02 22:47:00,0.0,1645.0
120,20,1,20230603,U0120_S3,2023-06-03 02:18:00,0.0,211.0
120,28,7,20230603,U0120_S4,2023-06-03 03:48:00,0.0,90.0
120,7,1,20230606,U0120_S5,2023-06-06 18:27:00,1781.07,5199.0
121,18,1,20230601,U0121_S1,2023-06-01 16:12:00,0.0,
121,20,5,20230605,U0121_S2,2023-06-05 06:54:00,0.0,5202.0
121,23,8,20230606,U0121_S3,2023-06-06 11:15:00,0.0,1701.0
122,9,2,20230601,U0122_S1,2023-06-01 17:06:00,0.0,
122,25,8,20230601,U0122_S2,2023-06-01 20:46:00,2356.49,220.0
122,5,5,20230604,U0122_S3,2023-06-04 04:35:00,1808.91,3349.0
122,9,4,20230604,U0122_S4,2023-06-04 08:51:00,0.0,256.0
122,30,2,20230604,U0122_S5,2023-06-04 12:20:00,1162.42,209.0
122,7,2,20230604,U0122_S6,2023-06-04 17:10:00,2749.51,290.0
122,27,6,20230605,U0122_S7,2023-06-05 08:35:00,2208.1,925.0
122,3,3,20230605,U0122_S8,2023-06-05 17:41:00,421.58,546.0
122,24,1,20230605,U0122_S8,2023-06-05 18:05:00,1507.99,24.0
122,1,5,20230606,U0122_S9,2023-06-06 03:45:00,0.0,580.0
122,10,6,20230606,U0122_S10,2023-06-06 13:54:00,0.0,609.0
123,13,3,20230601,U0123_S1,2023-06-01 19:15:00,1118.91,
123,6,7,20230601,U0123_S2,2023-06-01 21:18:00,0.0,123.0
123,27,5,20230603,U0123_S3,2023-06-03 06:37:00,312.86,1999.0
123,13,6,20230604,U0123_S4,2023-06-04 01:08:00,1661.57,1111.0
123,12,7,20230604,U0123_S5,2023-06-04 02:51:00,2919.7,103.0
123,20,5,20230606,U0123_S6,2023-06-06 12:39:00,0.0,3468.0
124,16,7,20230601,U0124_S1,2023-06-01 11:03:00,0.0,
124,10,2,20230601,U0124_S2,2023-06-01 19:47:00,426.66,524.0
124,7,7,20230602,U0124_S3,2023-06-02 19:39:00,2374.79,1432.0
124,30,7,20230603,U0124_S4,2023-06-03 05:05:00,2181.45,566.0
124,1,1,20230604,U0124_S5,2023-06-04 07:57:00,0.0,1612.0
124,6,6,20230605,U0124_S6,2023-06-05 20:13:00,0.0,2176.0
124,14,2,20230606,U0124_S7,2023-06-06 05:55:00,2809.84,582.0
125,4,7,20230602,U0125_S1,2023-06-02 16:37:00,2685.64,
125,25,4,20230603,U0125_S2,2023-06-03 08:58:00,649.87,981.0
125,11,3,20230604,U0125_S3,2023-06-04 06:35:00,493.32,1297.0
125,13,2,20230606,U0125_S4,2023-06-06 13:01:00,0.0,3266.0
126,18,7,20230602,U0126_S1,2023-06-02 14:48:00,1131.53,
126,27,2,20230602,U0126_S2,2023-06-02 23:09:00,0.0,501.0
126,9,8,20230603,U0126_S3,2023-06-03 16:10:00,0.0,1021.0
126,11,2,20230604,U0126_S4,2023-06-04 03:53:00,188.77,703.0
126,21,7,20230604,U0126_S5,2023-06-04 13:44:00,128.28,591.0
126,1,1,20230606,U0126_S6,2023-06-06 13:26:00,2408.78,2862.0
127,26,7,20230601,U0127_S1,2023-06-01 09:10:00,0.0,
127,20,8,20230604,U0127_S2,2023-06-04 01:36:00,0.0,3866.0
127,15,8,20230605,U0127_S3,2023-06-05 02:25:00,1105.18,1489.0
127,30,5,20230605,U0127_S4,2023-06-05 11:40:00,0.0,555.0
128,3,6,20230601,U0128_S1,2023-06-01 16:44:00,0.0,
128,21,5,20230601,U0128_S2,2023-06-01 18:53:00,0.0,129.0
128,24,8,20230602,U0128_S3,2023-06-02 01:55:00,0.0,422.0
128,22,8,20230603,U0128_S4,2023-06-03 11:07:00,0.0,1992.0
128,24,2,20230604,U0128_S5,2023-06-04 06:36:00,876.93,1169.0
128,14,5,20230605,U0128_S6,2023-06-05 02:22:00,1670.62,1186.0
128,21,5,20230605,U0128_S7,2023-06-05 04:43:00,0.0,141.0
128,20,5,20230605,U0128_S8,2023-06-05 14:40:00,0.0,597.0
129,9,6,20230601,U0129_S1,2023-06-01 12:18:00,2164.56,
129,2,1,20230602,U0129_S2,2023-06-02 14:57:00,0.0,1599.0
129,10,2,20230602,U0129_S3,2023-06-02 17:38:00,0.0,161.0
129,20,8,20230603,U0129_S4,2023-06-03 06:40:00,0.0,782.0
129,6,5,20230603,U0129_S5,2023-06-03 14:14:00,0.0,454.0
129,15,4,20230604,U0129_S6,2023-06-04 01:12:00,0.0,658.0
129,26,6,20230605,U0129_S7,2023-06-05 15:12:00,0.0,2280.0
130,21,6,20230603,U0130_S1,2023-06-03 14:10:00,0.0,
130,25,1,20230604,U0130_S2,2023-06-04 22:51:00,0.0,1961.0
130,22,1,20230605,U0130_S3,2023-06-05 08:54:00,0.0,603.0
130,6,8,20230606,U0130_S4,2023-06-06 08:31:00,0.0,1417.0
131,24,1,20230601,U0131_S1,2023-06-01 16:55:00,0.0,
131,6,2,20230601,U0131_S2,2023-06-01 23:19:00,0.0,384.0
131,26,7,20230602,U0131_S3,2023-06-02 00:29:00,2528.03,70.0
131,26,5,20230602,U0131_S4,2023-06-02 05:22:00,1415.83,293.0
131,14,3,20230604,U0131_S5,2023-06-04 08:03:00,0.0,3041.0
131,21,4,20230605,U0131_S6,2023-06-05 09:29:00,0.0,1526.0
132,9,1,20230601,U0132_S1,2023-06-01 14:53:00,0.0,
132,13,8,20230602,U0132_S2,2023-06-02 03:24:00,1820.4,751.0
132,25,8,20230603,U0132_S3,2023-06-03 13:17:00,1829.58,2033.0
132,16,2,20230603,U0132_S4,2023-06-03 21:28:00,2025.29,491.0
132,24,5,20230604,U0132_S5,2023-06-04 07:25:00,103.35,597.0
132,9,5,20230604,U0132_S6,2023-06-04 18:04:00,1879.49,639.0
132,21,2,20230605,U0132_S7,2023-06-05 11:41:00,338.4,1057.0
133,30,3,20230601,U0133_S1,2023-06-01 21:22:00,0.0,
133,24,2,20230603,U0133_S2,2023-06-03 05:07:00,1913.72,1905.0
133,4,8,20230603,U0133_S3,2023-06-03 23:25:00,2444.1,1098.0
133,19,7,20230604,U0133_S4,2023-06-04 18:03:00,0.0,1118.0
133,28,4,20230605,U0133_S5,2023-06-05 05:45:00,1055.3,702.0
134,17,6,20230603,U0134_S1,2023-06-03 02:46:00,0.0,
134,24,6,20230603,U0134_S2,2023-06-03 07:13:00,262.58,267.0
134,23,8,20230603,U0134_S3,2023-06-03 07:45:00,0.0,32.0
134,16,6,20230604,U0134_S4,2023-06-04 02:54:00,2453.97,1149.0
135,3,2,20230601,U0135_S1,2023-06-01 11:21:00,0.0,
135,9,6,20230601,U0135_S2,2023-06-01 15:59:00,0.0,278.0
135,12,4,20230601,U0135_S3,2023-06-01 22:04:00,0.0,365.0
136,18,4,20230602,U0136_S1,2023-06-02 14:59:00,1051.46,
136,3,3,20230604,U0136_S2,2023-06-04 07:56:00,0.0,2457.0
136,16,7,20230605,U0136_S3,2023-06-05 09:21:00,0.0,1525.0
136,27,1,20230605,U0136_S4,2023-06-05 17:57:00,1111.3,516.0
137,3,2,20230602,U0137_S1,2023-06-02 12:44:00,588.95,
137,2,1,20230603,U0137_S2,2023-06-03 00:53:00,0.0,729.0
137,30,8,20230605,U0137_S3,2023-06-05 11:09:00,0.0,3496.0
138,14,6,20230601,U0138_S1,2023-06-01 17:16:00,2947.68,
138,14,5,20230603,U0138_S2,2023-06-03 10:36:00,495.83,2480.0
138,10,2,20230604,U0138_S3,2023-06-04 04:33:00,330.57,1077.0
139,26,1,20230602,U0139_S1,2023-06-02 12:08:00,0.0,
139,16,6,20230603,U0139_S2,2023-06-03 08:41:00,0.0,1233.0
139,24,5,20230603,U0139_S3,2023-06-03 15:44:00,0.0,423.0
139,19,1,20230603,U0139_S3,2023-06-03 15:46:00,0.0,2.0
139,11,7,20230603,U0139_S4,2023-06-03 23:04:00,0.0,438.0
140,28,6,20230602,U0140_S1,2023-06-02 21:15:00,0.0,
140,9,6,20230606,U0140_S2,2023-06-06 10:49:00,0.0,5134.0
140,26,7,20230606,U0140_S3,2023-06-06 18:35:00,2210.12,466.0
141,29,5,20230603,U0141_S1,2023-06-03 07:39:00,0.0,
141,17,5,20230604,U0141_S2,2023-06-04 11:26:00,1638.06,1667.0
141,27,6,20230604,U0141_S3,2023-06-04 12:17:00,0.0,51.0
141,29,5,20230605,U0141_S4,2023-06-05 00:46:00,1037.69,749.0
141,10,2,20230605,U0141_S5,2023-06-05 11:32:00,1952.09,646.0
141,15,4,20230606,U0141_S6,2023-06-06 04:28:00,2928.49,1016.0
142,9,3,20230601,U0142_S1,2023-06-01 09:54:00,0.0,
142,27,2,20230601,U0142_S2,2023-06-01 17:31:00,0.0,457.0
142,30,1,20230604,U0142_S3,2023-06-04 03:45:00,0.0,3494.0
