user_id,event_type,event_time,product_id,amount,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50
U0192,login,2023-06-06 16:51:00,P029,0.0,unknown,0.0,985.0,A,75.27,990.0,unknown,89.41,153.0,A,63.86,171.0,unknown,14.96,0.0,C,84.53,21.0,C,0.0,940.0,A,0.0,940.0,A,0.0,581.0,C,6.89,284.0,C,47.64,0.0,A,0.0,0.0,unknown,0.0,480.0,B,43.54,0.0,C,66.08,62.0
U0159,wishlist_add,2023-06-03 08:35:00,P007,0.0,A,32.77,0.0,A,0.0,693.0,unknown,97.39,732.0,unknown,29.58,0.0,unknown,0.0,0.0,unknown,96.52,0.0,C,82.33,455.0,unknown,55.94,559.0,unknown,0.0,579.0,A,57.28,759.0,A,19.83,878.0,C,91.05,0.0,C,92.41,844.0,C,49.08,0.0,C,0.0,0.0
U0307,login,2023-06-06 06:35:00,P002,0.0,C,67.18,331.0,B,55.58,517.0,A,0.0,229.0,A,11.36,546.0,B,0.0,357.0,C,0.0,754.0,C,69.83,195.0,unknown,54.33,0.0,unknown,99.62,635.0,C,0.0,308.0,C,0.0,804.0,C,0.0,512.0,B,0.0,288.0,C,4.75,0.0,unknown,0.0,858.0
U0173,wishlist_add,2023-06-02 20:59:00,P017,289.79,B,44.58,255.0,A,74.83,0.0,B,71.5,757.0,unknown,0.0,0.0,A,59.02,723.0,B,0.0,6.0,B,26.39,936.0,B,59.52,790.0,A,62.29,239.0,unknown,69.93,0.0,C,7.5,0.0,A,19.72,0.0,B,11.94,0.0,unknown,0.0,0.0,unknown,0.0,0.0
U0055,checkout,2023-06-02 10:27:00,P022,0.0,A,6.76,0.0,B,99.68,0.0,A,0.0,0.0,B,69.34,936.0,unknown,0.0,0.0,B,17.48,0.0,unknown,69.42,0.0,unknown,0.0,314.0,A,4.56,689.0,C,72.62,609.0,A,26.23,59.0,A,69.43,294.0,C,47.09,853.0,B,52.8,46.0,unknown,0.0,649.0
U0301,profile_update,2023-06-05 05:46:00,P010,609.84,C,0.0,543.0,unknown,26.43,0.0,A,97.25,808.0,C,0.0,0.0,C,0.0,364.0,C,79.48,93.0,A,1.81,352.0,A,0.0,949.0,C,32.26,675.0,B,0.0,0.0,C,0.0,0.0,unknown,97.82,888.0,B,13.74,976.0,C,1.91,439.0,C,0.0,96.0
U0058,page_view,2023-06-04 22:52:00,P013,502.91,C,64.82,371.0,unknown,48.36,303.0,unknown,16.22,73.0,B,73.95,876.0,unknown,4.21,281.0,B,98.37,488.0,A,83.63,0.0,A,0.0,939.0,unknown,58.95,312.0,unknown,98.68,915.0,unknown,0.6,0.0,unknown,83.45,552.0,A,94.73,599.0,unknown,75.84,435.0,C,0.0,42.0
U0104,wishlist_add,2023-06-01 15:36:00,P027,0.0,unknown,0.0,475.0,C,67.12,794.0,C,0.0,695.0,A,17.24,0.0,B,52.73,53.0,unknown,0.0,0.0,unknown,0.0,790.0,C,97.47,0.0,C,0.0,66.0,A,28.21,351.0,A,19.06,629.0,A,78.66,64.0,B,67.96,0.0,A,38.69,744.0,C,35.13,244.0
U0038,page_view,2023-06-01 08:22:00,P020,899.79,B,87.66,323.0,A,35.43,889.0,A,11.04,824.0,C,0.0,518.0,C,84.91,38.0,B,12.45,685.0,C,58.85,502.0,C,12.11,0.0,A,0.0,417.0,A,27.13,771.0,A,0.0,0.0,B,0.0,33.0,B,96.57,832.0,unknown,72.45,494.0,unknown,25.32,246.0
U0181,search,2023-06-04 08:20:00,P022,0.0,C,0.0,0.0,C,0.0,46.0,unknown,12.28,422.0,C,59.64,481.0,unknown,92.28,0.0,C,0.0,800.0,unknown,0.0,0.0,C,61.32,0.0,unknown,8.77,880.0,unknown,34.18,817.0,C,26.29,0.0,unknown,11.9,33.0,B,50.02,852.0,A,0.0,160.0,B,65.93,0.0
U0312,logout,2023-06-02 16:51:00,P022,0.0,unknown,0.0,0.0,unknown,12.98,519.0,A,0.0,374.0,C,1.43,103.0,unknown,6.24,428.0,A,88.01,0.0,A,0.0,0.0,B,0.0,0.0,B,46.15,0.0,unknown,71.94,222.0,unknown,97.48,0.0,B,0.0,221.0,unknown,1.98,565.0,A,0.0,662.0,B,97.8,151.0
U0130,profile_update,2023-06-03 14:10:00,P021,0.0,unknown,3.08,866.0,unknown,0.0,333.0,unknown,0.0,0.0,unknown,6.75,341.0,unknown,31.61,0.0,unknown,25.95,925.0,A,9.43,755.0,B,95.94,602.0,C,72.91,595.0,B,98.95,0.0,unknown,0.0,0.0,B,80.26,457.0,unknown,64.81,136.0,unknown,0.0,107.0,B,68.16,363.0
U0135,logout,2023-06-01 22:04:00,P012,0.0,unknown,60.55,0.0,B,55.59,0.0,B,65.54,686.0,C,90.15,148.0,unknown,62.01,743.0,A,14.06,411.0,A,47.92,0.0,unknown,0.0,573.0,C,23.46,246.0,C,43.33,42.0,B,61.74,893.0,C,77.02,276.0,A,19.36,785.0,B,63.85,102.0,C,12.86,434.0
U0329,search,2023-06-05 17:57:00,P003,0.0,unknown,56.79,0.0,unknown,4.03,149.0,unknown,0.0,219.0,A,0.0,234.0,A,20.36,858.0,A,0.0,0.0,unknown,5.09,46.0,A,45.19,235.0,unknown,0.0,0.0,C,5.03,338.0,C,52.93,0.0,B,62.35,0.0,C,0.0,596.0,C,18.96,256.0,A,41.63,0.0
U0316,search,2023-06-06 13:24:00,P020,1794.99,unknown,42.59,474.0,unknown,0.0,23.0,B,0.0,0.0,unknown,0.0,823.0,A,0.0,90.0,A,0.0,893.0,B,36.27,0.0,C,60.39,878.0,B,20.43,129.0,B,39.3,156.0,C,26.48,0.0,unknown,54.52,719.0,C,93.52,0.0,B,76.14,910.0,unknown,49.09,49.0
U0273,add_to_cart,2023-06-03 05:48:00,P028,639.27,A,66.51,868.0,B,41.67,780.0,B,51.11,64.0,B,78.26,298.0,B,56.68,0.0,unknown,0.0,111.0,C,86.14,77.0,C,44.49,0.0,C,94.81,896.0,C,1.99,0.0,A,82.14,0.0,B,17.11,456.0,B,86.55,112.0,A,81.84,425.0,B,9.13,336.0
U0217,search,2023-06-06 02:29:00,P017,1235.72,unknown,57.32,0.0,B,13.78,131.0,C,9.76,0.0,unknown,0.0,713.0,A,47.71,89.0,A,83.77,0.0,B,71.33,565.0,B,99.7,472.0,C,0.0,0.0,A,0.0,809.0,A,73.24,65.0,unknown,44.03,0.0,A,0.0,861.0,unknown,98.85,0.0,B,0.0,0.0
U0236,page_view,2023-06-04 21:35:00,P019,0.0,A,88.37,0.0,C,0.0,0.0,C,5.18,0.0,C,11.9,190.0,B,6.64,664.0,unknown,76.5,0.0,B,79.45,27.0,A,44.49,0.0,unknown,92.1,501.0,B,44.85,14.0,A,0.0,315.0,C,76.51,529.0,B,42.33,544.0,C,42.28,709.0,unknown,47.38,0.0
U0250,login,2023-06-03 23:25:00,P021,0.0,unknown,83.36,340.0,A,88.12,675.0,C,57.14,0.0,C,24.72,262.0,A,0.0,0.0,A,0.0,747.0,A,47.43,439.0,A,83.67,0.0,unknown,0.0,0.0,unknown,78.6,111.0,B,24.24,756.0,B,80.31,703.0,A,0.0,103.0,A,81.02,827.0,C,78.63,532.0
U0093,page_view,2023-06-02 07:29:00,P014,293.63,C,46.28,372.0,unknown,12.65,636.0,A,64.49,566.0,C,0.0,440.0,B,94.69,0.0,B,28.91,75.0,unknown,0.0,0.0,A,56.58,739.0,C,68.37,405.0,C,32.21,73.0,A,75.99,0.0,C,75.65,52.0,C,0.0,637.0,unknown,23.88,217.0,B,0.0,0.0
U0173,search,2023-06-01 23:33:00,P006,2885.37,B,93.85,101.0,B,21.15,623.0,unknown,0.0,905.0,A,74.23,0.0,unknown,13.2,0.0,B,55.23,0.0,unknown,0.0,576.0,B,0.0,613.0,unknown,0.0,289.0,C,0.0,0.0,unknown,45.27,422.0,A,0.0,739.0,B,0.0,280.0,C,9.62,726.0,C,0.0,293.0
U0038,wishlist_add,2023-06-03 04:44:00,P015,2630.61,unknown,91.15,0.0,C,0.0,0.0,unknown,96.33,202.0,A,17.47,429.0,A,96.34,763.0,C,93.12,400.0,C,99.64,210.0,A,80.86,0.0,B,21.06,547.0,B,3.21,0.0,B,11.6,779.0,C,66.93,0.0,B,0.0,203.0,A,0.0,2.0,B,12.72,0.0
U0388,page_view,2023-06-05 07:02:00,P024,1593.51,unknown,0.0,0.0,A,15.06,0.0,C,0.0,0.0,C,76.0,975.0,C,59.87,776.0,unknown,0.0,370.0,unknown,90.22,624.0,A,0.0,466.0,B,0.0,327.0,B,59.02,126.0,A,95.09,0.0,A,16.1,240.0,C,63.41,336.0,unknown,48.56,184.0,B,0.0,775.0
U0262,login,2023-06-02 17:54:00,P021,581.96,B,85.14,131.0,A,45.93,0.0,C,18.46,804.0,unknown,0.0,0.0,A,26.14,678.0,unknown,0.0,546.0,unknown,88.87,255.0,B,19.62,131.0,unknown,36.09,243.0,B,0.0,0.0,B,80.31,710.0,unknown,0.0,841.0,B,0.0,690.0,A,70.64,0.0,A,87.52,0.0
U0037,search,2023-06-04 21:20:00,P007,560.69,C,16.64,895.0,C,95.23,35.0,C,0.09,0.0,C,0.0,496.0,B,0.0,75.0,unknown,79.44,0.0,C,47.78,937.0,A,0.0,777.0,B,0.0,816.0,unknown,85.49,16.0,A,99.79,322.0,C,57.74,943.0,B,87.3,483.0,C,1.18,740.0,A,0.0,479.0
U0158,logout,2023-06-05 05:03:00,P015,574.2,unknown,99.07,181.0,A,0.01,727.0,unknown,83.24,0.0,unknown,90.68,295.0,C,41.62,0.0,A,78.64,704.0,unknown,69.48,0.0,C,0.0,865.0,unknown,0.0,0.0,B,95.71,66.0,unknown,80.73,692.0,A,62.7,877.0,C,43.87,0.0,A,76.98,90.0,C,23.71,874.0
U0392,logout,2023-06-02 15:49:00,P001,2253.07,unknown,73.37,910.0,A,74.05,0.0,unknown,89.32,455.0,B,39.5,722.0,unknown,0.0,798.0,A,9.25,0.0,unknown,0.0,814.0,C,0.0,555.0,A,21.88,286.0,B,0.0,507.0,unknown,0.0,495.0,A,53.3,432.0,C,27.28,0.0,C,40.18,0.0,B,56.28,490.0
U0117,login,2023-06-04 18:27:00,P013,0.0,unknown,54.87,357.0,A,0.0,383.0,unknown,3.36,0.0,A,0.0,590.0,B,0.0,782.0,B,31.94,736.0,unknown,0.0,551.0,B,86.78,893.0,A,36.22,928.0,A,84.1,775.0,B,45.38,358.0,unknown,95.38,15.0,unknown,0.0,858.0,C,54.69,974.0,B,0.0,230.0
U0017,add_to_cart,2023-06-05 10:50:00,P015,1364.06,A,0.0,0.0,A,80.88,160.0,C,62.66,0.0,C,79.76,939.0,A,0.0,0.0,C,26.64,6.0,C,0.0,982.0,A,83.01,0.0,A,46.59,147.0,C,0.0,228.0,B,0.0,897.0,A,0.0,0.0,A,18.83,852.0,A,68.17,0.0,unknown,0.0,82.0
U0039,profile_update,2023-06-04 06:01:00,P027,0.0,C,93.94,540.0,C,95.17,22.0,unknown,65.83,0.0,unknown,0.0,0.0,unknown,0.0,0.0,B,91.67,0.0,A,0.0,667.0,C,0.0,224.0,unknown,93.86,52.0,C,79.63,617.0,B,0.0,736.0,B,42.65,541.0,B,0.0,0.0,unknown,0.0,902.0,B,53.39,325.0
U0377,login,2023-06-04 19:29:00,P009,1812.34,unknown,82.21,0.0,unknown,52.89,45.0,C,0.0,944.0,C,52.56,382.0,A,33.04,0.0,A,48.39,393.0,unknown,12.51,0.0,C,39.39,0.0,B,0.0,864.0,B,28.56,0.0,unknown,4.42,0.0,A,92.39,902.0,A,46.65,406.0,unknown,20.37,812.0,unknown,89.74,29.0
U0082,profile_update,2023-06-05 20:57:00,P016,1567.14,C,43.79,152.0,C,67.54,910.0,unknown,5.1,164.0,A,4.14,0.0,A,0.0,0.0,unknown,0.0,0.0,B,0.0,0.0,unknown,0.0,154.0,C,25.97,0.0,B,0.0,0.0,unknown,0.0,0.0,A,4.08,0.0,unknown,86.52,0.0,unknown,95.66,0.0,unknown,82.62,0.0
U0119,login,2023-06-01 21:21:00,P010,1172.38,C,0.0,865.0,unknown,90.8,675.0,B,0.0,605.0,C,88.01,0.0,A,0.0,769.0,unknown,93.34,313.0,B,17.59,777.0,A,53.65,694.0,unknown,0.0,905.0,unknown,0.0,413.0,B,0.0,36.0,unknown,0.0,0.0,A,50.21,764.0,unknown,37.24,788.0,A,50.96,245.0
U0250,checkout,2023-06-02 17:46:00,P001,2327.37,unknown,0.0,545.0,B,0.0,448.0,A,16.68,912.0,A,20.89,454.0,B,0.0,784.0,B,53.32,471.0,B,0.0,0.0,A,52.23,0.0,C,78.22,591.0,unknown,51.95,0.0,A,0.0,324.0,B,40.28,0.0,A,0.0,0.0,C,0.0,666.0,C,52.58,0.0
U0086,checkout,2023-06-05 23:13:00,P026,615.95,B,9.92,691.0,B,0.0,565.0,A,0.0,889.0,C,79.13,761.0,B,42.27,299.0,B,71.63,0.0,A,0.0,0.0,C,0.0,0.0,A,2.11,286.0,A,62.74,0.0,unknown,83.0,190.0,A,62.7,0.0,A,0.0,0.0,B,69.91,0.0,C,0.0,311.0
U0139,add_to_cart,2023-06-02 12:08:00,P026,0.0,C,63.41,0.0,B,0.0,844.0,unknown,23.03,0.0,A,86.1,0.0,A,30.04,224.0,unknown,0.0,431.0,C,4.68,0.0,C,48.01,0.0,unknown,71.8,0.0,A,94.45,222.0,C,10.99,639.0,unknown,77.76,822.0,C,93.55,865.0,A,28.5,798.0,B,0.0,0.0
U0068,login,2023-06-06 16:23:00,P027,2416.71,B,41.23,927.0,C,56.09,309.0,unknown,11.99,0.0,unknown,0.0,488.0,C,90.05,0.0,unknown,92.31,0.0,A,9.37,903.0,unknown,0.0,980.0,C,19.33,915.0,A,30.47,704.0,unknown,0.0,177.0,C,0.0,0.0,B,0.23,276.0,A,99.5,0.0,C,0.0,412.0
U0042,add_to_cart,2023-06-02 17:35:00,P015,0.0,unknown,0.0,486.0,B,0.0,0.0,B,48.16,422.0,C,0.0,359.0,A,98.17,435.0,unknown,54.05,0.0,C,22.28,588.0,C,6.15,218.0,unknown,0.46,762.0,B,3.8,484.0,B,0.0,0.0,A,34.56,214.0,unknown,90.45,607.0,A,34.77,0.0,unknown,56.61,259.0
U0011,add_to_cart,2023-06-05 22:42:00,P030,2176.33,unknown,0.0,0.0,unknown,39.25,270.0,C,11.48,196.0,A,80.23,0.0,C,38.82,0.0,A,13.96,335.0,A,70.14,0.0,B,0.0,649.0,unknown,0.0,430.0,unknown,64.39,0.0,C,37.17,0.0,unknown,88.9,44.0,B,33.72,0.0,B,35.99,462.0,unknown,0.0,441.0
U0081,login,2023-06-03 23:27:00,P027,1696.72,unknown,39.55,0.0,B,41.04,0.0,B,0.0,199.0,C,48.69,944.0,A,0.0,411.0,unknown,2.25,395.0,C,19.93,333.0,C,75.65,543.0,B,0.0,567.0,C,97.95,878.0,C,41.19,0.0,C,0.0,354.0,A,0.0,201.0,C,30.74,84.0,C,0.0,455.0
U0201,profile_update,2023-06-04 17:31:00,P005,0.0,C,23.91,754.0,C,0.0,672.0,A,27.39,750.0,B,0.0,0.0,A,16.64,530.0,unknown,0.0,958.0,B,57.79,243.0,C,11.44,427.0,B,83.86,363.0,A,0.0,111.0,A,0.0,0.0,unknown,92.6,87.0,A,11.62,975.0,C,95.34,611.0,C,44.9,855.0
U0133,logout,2023-06-05 05:45:00,P028,1055.3,unknown,0.0,17.0,B,0.09,0.0,B,51.95,0.0,C,0.0,0.0,B,39.75,880.0,unknown,82.1,0.0,C,0.0,974.0,B,61.43,422.0,A,0.0,0.0,A,42.68,371.0,B,87.62,398.0,A,30.84,714.0,A,0.0,536.0,B,44.24,867.0,B,0.0,650.0
U0016,search,2023-06-04 20:28:00,P007,0.0,A,58.04,463.0,B,91.8,0.0,unknown,79.46,0.0,B,23.16,554.0,unknown,0.0,0.0,B,0.0,0.0,A,44.48,465.0,unknown,0.0,750.0,unknown,0.0,606.0,A,50.64,960.0,unknown,0.66,270.0,unknown,9.43,497.0,B,93.06,326.0,unknown,0.0,656.0,B,90.59,0.0
U0188,search,2023-06-01 10:52:00,P029,0.0,unknown,42.17,0.0,unknown,97.4,0.0,B,7.22,0.0,unknown,0.0,0.0,A,63.65,192.0,A,5.24,976.0,B,11.35,135.0,B,63.04,103.0,unknown,99.58,458.0,B,80.1,634.0,B,0.0,0.0,C,54.24,0.0,unknown,23.9,723.0,A,40.51,0.0,A,31.38,971.0
U0184,profile_update,2023-06-04 06:48:00,P017,1158.71,B,0.0,768.0,B,19.04,743.0,C,16.35,917.0,A,97.98,0.0,unknown,63.15,0.0,C,63.81,763.0,B,0.0,598.0,C,0.0,3.0,A,89.91,0.0,unknown,84.15,511.0,B,0.0,0.0,B,95.13,537.0,A,0.0,0.0,B,84.47,355.0,B,8.7,703.0
U0340,login,2023-06-04 05:22:00,P016,1524.34,C,97.47,458.0,unknown,65.73,0.0,C,73.07,539.0,unknown,0.0,238.0,A,0.0,0.0,A,64.83,0.0,B,0.0,120.0,B,0.0,0.0,unknown,79.39,743.0,unknown,0.0,468.0,B,8.87,309.0,B,26.66,0.0,A,0.0,350.0,unknown,0.12,943.0,A,53.39,0.0
U0353,page_view,2023-06-05 05:31:00,P008,1530.09,B,53.72,576.0,B,84.19,273.0,C,0.0,23.0,unknown,76.37,721.0,C,90.51,0.0,C,99.82,845.0,A,0.0,0.0,C,37.36,0.0,B,0.0,0.0,A,0.0,670.0,A,0.0,0.0,unknown,85.28,0.0,unknown,30.86,203.0,C,46.53,655.0,A,0.0,821.0
U0229,search,2023-06-02 00:45:00,P010,0.0,B,86.49,159.0,A,1.52,162.0,B,0.0,175.0,B,40.43,54.0,C,66.57,628.0,unknown,27.8,0.0,B,88.05,116.0,C,10.68,494.0,unknown,74.78,57.0,C,89.38,298.0,unknown,0.0,600.0,C,86.38,978.0,C,0.0,0.0,C,38.19,126.0,A,73.81,0.0
U0046,logout,2023-06-03 20:07:00,P013,1316.68,A,57.09,387.0,C,91.55,0.0,A,32.47,752.0,B,0.0,138.0,A,0.0,251.0,unknown,1.55,825.0,B,55.64,972.0,C,20.67,298.0,C,0.0,54.0,A,31.59,0.0,C,66.62,0.0,A,33.51,0.0,B,93.06,830.0,unknown,16.96,587.0,C,16.0,99.0
U0320,checkout,2023-06-06 16:41:00,P020,0.0,A,28.26,938.0,A,81.96,515.0,unknown,1.31,728.0,C,23.69,851.0,unknown,0.0,116.0,unknown,69.04,212.0,B,47.12,338.0,unknown,43.79,606.0,C,0.0,870.0,A,0.0,413.0,A,34.53,0.0,unknown,43.66,0.0,C,0.0,483.0,A,35.57,926.0,unknown,7.3,0.0
U0279,wishlist_add,2023-06-04 16:45:00,P009,0.0,unknown,53.83,952.0,C,69.31,0.0,B,88.64,854.0,A,0.0,0.0,B,0.0,976.0,B,74.96,695.0,B,58.92,284.0,unknown,9.44,927.0,B,0.0,856.0,B,0.0,271.0,B,76.62,0.0,C,7.76,0.0,B,98.92,0.0,C,76.47,336.0,unknown,82.03,554.0
U0039,logout,2023-06-03 12:13:00,P005,0.0,C,0.0,208.0,B,0.0,228.0,A,0.0,360.0,A,82.54,0.0,A,38.69,0.0,C,84.21,0.0,C,25.45,603.0,B,0.0,951.0,B,0.0,459.0,A,53.48,888.0,unknown,79.03,415.0,B,65.28,0.0,A,81.78,0.0,unknown,23.06,0.0,unknown,0.16,689.0
U0119,logout,2023-06-03 16:25:00,P012,0.0,C,62.39,0.0,unknown,0.0,756.0,B,36.33,448.0,B,0.0,161.0,B,41.22,243.0,A,10.74,0.0,unknown,40.38,662.0,C,52.48,0.0,B,39.16,300.0,B,30.05,514.0,B,50.77,135.0,C,56.77,289.0,B,56.41,0.0,unknown,19.07,0.0,B,90.39,0.0
U0035,logout,2023-06-02 17:22:00,P029,0.0,C,79.68,601.0,B,43.8,351.0,A,45.79,85.0,unknown,18.26,368.0,C,0.0,0.0,C,13.77,13.0,B,42.87,544.0,C,0.0,740.0,B,0.0,0.0,A,0.0,594.0,A,58.89,399.0,A,0.0,459.0,C,3.91,108.0,C,60.28,685.0,unknown,0.0,345.0
U0242,wishlist_add,2023-06-05 06:13:00,P027,2488.27,B,0.0,213.0,C,8.27,557.0,unknown,0.0,0.0,B,88.05,0.0,A,5.97,0.0,A,72.11,482.0,B,0.0,0.0,B,21.42,0.0,B,13.84,0.0,C,0.0,27.0,C,22.95,0.0,unknown,0.0,0.0,B,0.0,152.0,C,18.48,432.0,A,0.0,0.0
U0153,login,2023-06-04 09:00:00,P002,2788.94,unknown,74.31,0.0,B,30.65,890.0,B,67.63,135.0,B,35.95,174.0,B,4.61,607.0,C,0.0,856.0,unknown,0.0,76.0,C,56.7,0.0,C,0.0,571.0,C,0.0,523.0,unknown,79.03,0.0,A,6.88,465.0,C,92.49,245.0,B,92.79,439.0,A,0.0,643.0
U0257,logout,2023-06-02 17:37:00,P029,0.0,C,52.81,0.0,A,16.72,675.0,A,47.87,0.0,A,86.87,387.0,A,0.0,653.0,unknown,34.94,0.0,unknown,86.53,315.0,A,42.82,242.0,A,98.79,939.0,A,6.48,0.0,unknown,62.81,0.0,A,8.51,487.0,A,0.0,0.0,A,0.0,0.0,B,41.03,676.0
U0304,profile_update,2023-06-05 23:22:00,P016,0.0,A,0.0,740.0,A,58.68,652.0,C,41.95,0.0,unknown,92.57,0.0,A,80.0,507.0,B,72.03,0.0,unknown,70.75,89.0,A,64.22,889.0,unknown,57.15,613.0,B,15.34,173.0,B,0.0,0.0,B,92.8,716.0,B,0.0,290.0,A,0.0,401.0,C,0.0,82.0
U0012,add_to_cart,2023-06-03 21:23:00,P024,0.0,A,21.32,12.0,unknown,11.71,0.0,C,0.0,371.0,B,70.89,533.0,A,0.0,0.0,C,0.0,203.0,unknown,41.6,518.0,C,57.85,0.0,C,78.48,0.0,C,0.0,504.0,unknown,0.0,759.0,unknown,17.66,0.0,C,51.01,695.0,A,21.58,207.0,unknown,12.78,0.0
U0144,page_view,2023-06-04 09:45:00,P025,2852.8,C,97.8,504.0,B,41.55,0.0,B,56.13,0.0,A,73.17,109.0,C,21.07,72.0,A,36.65,0.0,unknown,61.03,830.0,B,84.45,471.0,B,79.94,0.0,A,15.1,780.0,C,0.0,0.0,B,3.57,346.0,unknown,0.0,0.0,B,0.0,0.0,B,32.59,348.0
U0324,page_view,2023-06-03 15:31:00,P007,1502.13,A,55.68,521.0,unknown,0.0,259.0,unknown,0.0,997.0,unknown,74.07,819.0,A,0.0,798.0,unknown,0.0,498.0,unknown,16.04,190.0,A,74.41,0.0,A,82.97,675.0,A,31.6,0.0,C,1.7,436.0,unknown,59.89,31.0,unknown,45.1,939.0,C,57.55,541.0,C,36.91,213.0
U0021,checkout,2023-06-02 07:05:00,P013,1763.65,A,97.5,0.0,unknown,0.0,512.0,B,0.0,317.0,A,43.49,191.0,unknown,0.0,186.0,C,0.0,0.0,C,88.18,244.0,unknown,0.0,0.0,C,0.0,35.0,C,76.08,783.0,B,62.33,316.0,unknown,95.6,160.0,A,0.0,608.0,A,0.0,0.0,A,51.13,0.0
U0233,logout,2023-06-05 01:58:00,P024,1497.6,B,29.03,124.0,A,48.94,0.0,C,5.43,352.0,C,42.04,162.0,unknown,55.58,773.0,unknown,0.08,868.0,A,15.14,123.0,A,35.75,241.0,C,55.74,0.0,C,78.45,0.0,A,0.0,529.0,unknown,60.63,302.0,unknown,66.99,0.0,A,70.83,761.0,B,0.0,210.0
U0252,add_to_cart,2023-06-03 05:08:00,P019,0.0,unknown,0.0,0.0,C,14.72,481.0,B,5.38,161.0,A,15.16,0.0,A,0.0,296.0,B,0.0,806.0,C,57.44,156.0,C,94.87,0.0,B,13.13,686.0,unknown,66.32,265.0,A,0.0,634.0,unknown,31.72,839.0,A,87.82,234.0,unknown,24.49,70.0,A,9.49,0.0
U0188,search,2023-06-03 16:33:00,P021,0.0,C,83.68,913.0,B,84.27,0.0,B,0.0,355.0,A,65.17,814.0,B,0.0,0.0,C,34.16,68.0,unknown,90.77,0.0,unknown,0.0,826.0,C,96.32,628.0,A,25.49,253.0,unknown,84.24,833.0,unknown,9.43,47.0,C,16.1,4.0,C,0.0,290.0,unknown,0.0,556.0
U0215,checkout,2023-06-03 15:36:00,P002,2811.96,A,12.59,830.0,C,88.95,478.0,B,8.18,0.0,A,22.12,315.0,A,59.71,0.0,unknown,0.0,286.0,C,92.14,979.0,C,99.93,561.0,A,0.0,608.0,A,41.81,0.0,B,0.0,511.0,A,25.63,204.0,unknown,15.71,287.0,B,88.91,779.0,A,73.03,385.0
U0340,profile_update,2023-06-06 06:25:00,P010,0.0,unknown,0.0,418.0,A,33.37,540.0,C,0.0,651.0,B,73.71,0.0,C,0.0,538.0,B,0.0,0.0,B,98.25,0.0,A,1.04,757.0,B,50.86,0.0,C,86.86,401.0,B,71.71,340.0,C,18.24,36.0,A,95.76,632.0,C,34.0,0.0,B,47.85,204.0
U0353,profile_update,2023-06-05 13:30:00,P011,0.0,unknown,64.2,821.0,C,0.0,846.0,C,58.58,682.0,C,0.0,37.0,A,51.68,50.0,B,73.93,0.0,unknown,44.78,156.0,B,30.07,0.0,unknown,62.56,0.0,B,85.44,0.0,unknown,0.0,0.0,B,0.0,0.0,unknown,43.6,884.0,unknown,26.77,945.0,C,15.02,0.0
U0027,wishlist_add,2023-06-05 05:31:00,P009,966.86,A,40.21,0.0,unknown,74.95,0.0,unknown,29.94,0.0,A,60.96,364.0,C,22.94,0.0,A,0.0,487.0,A,0.0,729.0,B,33.7,0.0,B,0.0,969.0,A,0.0,825.0,unknown,0.0,9.0,B,64.01,622.0,unknown,52.52,155.0,C,46.79,994.0,unknown,99.17,0.0
U0191,checkout,2023-06-04 02:52:00,P010,948.41,C,0.0,712.0,unknown,30.6,344.0,B,0.0,510.0,unknown,0.0,119.0,unknown,45.49,681.0,unknown,21.97,490.0,A,20.37,0.0,unknown,46.83,0.0,unknown,90.71,529.0,unknown,2.15,787.0,B,61.19,589.0,B,0.0,760.0,A,92.2,965.0,unknown,62.58,0.0,C,0.0,370.0
U0156,checkout,2023-06-01 13:41:00,P002,2560.3,C,82.58,78.0,B,0.0,856.0,B,91.48,79.0,A,35.33,0.0,A,16.32,944.0,A,35.14,434.0,unknown,0.0,0.0,A,46.12,18.0,A,94.99,613.0,C,28.7,0.0,A,66.39,684.0,C,65.05,755.0,C,0.0,819.0,unknown,0.0,197.0,B,36.01,894.0
U0275,add_to_cart,2023-06-06 11:43:00,P030,1887.99,A,0.0,640.0,C,19.13,91.0,B,64.92,478.0,B,32.45,20.0,unknown,99.93,8.0,B,48.57,821.0,B,88.25,762.0,A,0.0,0.0,C,19.38,894.0,B,55.57,895.0,unknown,82.97,0.0,A,10.71,160.0,A,26.77,0.0,B,14.4,0.0,A,0.0,234.0
U0245,wishlist_add,2023-06-05 18:01:00,P009,1662.6,C,96.31,273.0,C,46.8,0.0,A,26.2,763.0,C,57.17,0.0,A,8.69,878.0,A,19.1,226.0,unknown,87.51,860.0,B,71.74,89.0,C,0.0,469.0,B,49.9,871.0,B,93.87,923.0,A,0.0,0.0,A,49.18,999.0,unknown,0.25,512.0,B,0.0,174.0
U0304,add_to_cart,2023-06-06 18:37:00,P016,2878.34,unknown,0.0,486.0,A,0.19,659.0,C,77.19,0.0,B,80.12,0.0,C,89.83,990.0,B,26.76,395.0,B,0.0,891.0,B,65.22,528.0,B,41.75,801.0,A,0.0,240.0,B,43.72,0.0,unknown,0.0,320.0,B,96.94,967.0,A,11.79,344.0,B,89.25,0.0
