user_id,event_type,event_time,product_id,amount,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,event_id,transaction_amount,session_duration,timestamp,session_id
U0320,profile_update,2023-06-04 11:37,P028,1444.58,C,73.9,,,54.77,260.0,C,,,,70.06,700.0,,12.77,952.0,,12.35,849.0,C,60.05,40.0,,20.31,975.0,B,22.38,620.0,B,,478.0,,38.72,952.0,B,,627.0,B,,724.0,,,984.0,A,49.59,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0268,profile_update,2023-06-06 17:13,P013,1769.27,,,,B,0.76,0.0,C,14.14,,B,72.46,314.0,B,12.8,286.0,,90.87,,,86.21,,C,,,A,,933.0,B,59.05,878.0,B,,505.0,B,48.66,,B,23.69,,,,413.0,A,33.56,716.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0024,profile_update,2023-06-03 05:15,P002,,A,,318.0,B,,,B,93.18,751.0,B,,57.0,A,46.6,,C,58.99,,B,,458.0,A,89.43,647.0,,,,A,,,B,73.15,,A,57.26,601.0,B,31.65,,,11.23,,C,1.79,460.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0232,checkout,2023-06-06 04:15,P012,867.43,,39.37,787.0,A,67.52,,A,,,A,50.6,513.0,,68.81,,B,41.57,,A,82.18,11.0,,97.12,,B,,335.0,C,,145.0,A,50.6,954.0,B,37.79,481.0,C,,277.0,B,72.69,,A,87.44,810.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0134,profile_update,2023-06-04 02:54,P016,2453.97,B,53.65,581.0,A,95.9,54.0,C,18.92,10.0,,61.46,,B,,747.0,,62.74,,A,,,,57.45,128.0,,,575.0,,,746.0,,87.41,,C,85.72,779.0,B,71.07,989.0,A,16.32,799.0,A,3.6,253.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0046,login,2023-06-06 18:01,P029,,A,,294.0,,,,A,49.15,214.0,,29.06,,B,25.38,,C,,412.0,C,62.65,574.0,,73.58,,C,97.08,966.0,C,,998.0,,64.11,,B,46.46,303.0,A,87.4,,C,92.46,435.0,B,55.07,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0153,checkout,2023-06-02 23:19,P024,2731.71,B,20.71,,A,,21.0,A,31.58,,B,,185.0,A,,898.0,A,15.27,858.0,,,,B,33.07,636.0,A,,,C,86.02,,,20.98,,B,23.55,810.0,,37.02,511.0,B,45.54,157.0,C,,486.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0044,wishlist_add,2023-06-06 09:55,P023,,A,5.13,,,,115.0,A,79.66,200.0,,,,B,44.82,431.0,,18.05,814.0,,,,A,,732.0,A,10.05,181.0,B,70.14,816.0,C,,362.0,A,7.93,,B,,,,42.85,,A,24.6,281.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0099,login,2023-06-04 21:26,P010,,B,14.27,529.0,B,88.99,,A,,396.0,C,,601.0,A,,680.0,C,38.22,471.0,B,,400.0,A,25.42,685.0,,44.53,,B,58.41,,B,0.1,809.0,A,75.26,,A,26.51,545.0,A,89.7,,A,60.29,189.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0250,search,2023-06-04 08:30,P012,779.46,C,41.96,,,47.61,380.0,B,7.18,,,,745.0,C,,589.0,A,24.64,293.0,C,72.02,,C,58.87,714.0,C,,341.0,B,95.87,419.0,A,76.18,639.0,,51.0,711.0,C,,589.0,C,,608.0,B,,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0030,page_view,2023-06-06 09:21,P003,230.1,C,,869.0,B,72.9,584.0,A,21.09,518.0,,71.24,40.0,B,53.38,638.0,,89.18,,B,47.94,,A,,,,34.05,66.0,C,25.81,887.0,A,48.02,737.0,C,29.64,,,93.42,24.0,,79.53,293.0,,,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0041,add_to_cart,2023-06-02 22:24,P030,1265.32,B,65.04,243.0,C,97.58,,B,,305.0,B,60.83,158.0,,77.01,810.0,A,14.47,,,13.98,336.0,B,,602.0,B,33.87,106.0,B,,965.0,,44.58,262.0,,30.9,,B,57.39,,,38.15,310.0,B,,109.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0051,profile_update,2023-06-06 02:51,P024,1086.06,B,,576.0,,,498.0,B,19.2,155.0,A,58.11,331.0,,66.34,356.0,B,50.23,680.0,A,,,C,53.44,318.0,,91.81,127.0,A,11.84,305.0,C,,628.0,B,,209.0,A,67.89,476.0,B,,,C,60.99,478.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0261,wishlist_add,2023-06-06 11:00,P001,,C,92.95,470.0,B,,,A,60.49,191.0,,60.29,719.0,A,21.23,111.0,A,77.58,,C,16.41,712.0,B,,,,83.86,,B,87.88,981.0,,84.89,46.0,B,79.3,,B,69.44,824.0,,23.27,892.0,C,0.67,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0279,add_to_cart,2023-06-04 16:20,P013,,A,2.86,945.0,C,88.32,462.0,A,96.82,,B,87.53,26.0,C,75.74,621.0,A,16.38,522.0,A,,990.0,C,80.53,639.0,C,89.52,176.0,,10.77,591.0,A,53.21,643.0,,52.79,,,8.31,556.0,C,36.73,40.0,B,,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0240,profile_update,2023-06-02 02:06,P017,653.28,C,91.63,790.0,C,,377.0,A,20.5,357.0,,,68.0,A,56.5,7.0,B,51.4,22.0,A,52.24,68.0,,64.39,162.0,B,,,,25.01,408.0,B,65.98,,A,,841.0,A,9.14,233.0,A,,,,25.26,660.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0206,login,2023-06-03 22:25,P013,,A,88.36,617.0,,,579.0,A,43.71,928.0,A,,411.0,A,33.73,794.0,,,,,,659.0,A,43.12,,B,58.74,643.0,A,,951.0,B,43.6,0.0,A,,,C,41.4,587.0,C,53.46,658.0,B,49.26,914.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0259,logout,2023-06-01 12:12,P025,,B,0.63,648.0,C,,250.0,A,,650.0,A,38.66,774.0,A,58.34,,C,,379.0,B,41.95,311.0,,26.43,745.0,B,,237.0,B,93.03,,C,,853.0,,61.44,985.0,C,,878.0,A,67.08,847.0,B,20.37,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0254,page_view,2023-06-04 09:02,P011,,C,80.75,,B,79.44,,C,70.65,56.0,,50.35,,B,,165.0,C,65.15,227.0,C,77.54,919.0,,93.52,677.0,A,11.34,,B,65.86,,,45.28,58.0,C,,149.0,,15.13,,C,,818.0,,61.62,958.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0335,checkout,2023-06-04 16:17,P030,,,,295.0,,,871.0,B,65.3,,B,,482.0,B,54.24,898.0,C,88.01,892.0,B,,147.0,C,28.37,237.0,B,97.63,799.0,A,,400.0,B,,421.0,C,46.89,,A,,,,,,B,47.96,694.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0396,profile_update,2023-06-02 12:59,P002,1820.64,,78.22,788.0,A,50.99,,,,974.0,B,,,C,28.27,273.0,B,83.51,101.0,A,,125.0,C,58.16,760.0,B,,,A,,,C,51.08,949.0,B,,292.0,B,,444.0,A,,948.0,B,,109.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0344,add_to_cart,2023-06-06 12:16,P001,,C,34.93,510.0,,32.32,,C,13.44,376.0,A,69.7,,,,,A,73.55,,B,26.5,,,19.03,422.0,C,,681.0,A,91.94,489.0,B,58.18,203.0,A,,,C,81.92,488.0,C,,161.0,,,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0137,wishlist_add,2023-06-05 11:09,P030,,A,60.88,639.0,,75.33,823.0,C,62.44,,A,15.13,,A,63.71,621.0,A,29.92,436.0,A,,731.0,C,32.53,,C,,366.0,B,10.82,,,,,C,,786.0,A,56.41,847.0,A,16.5,563.0,A,,393.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0057,wishlist_add,2023-06-04 20:57,P019,227.1,C,14.73,,B,6.1,,B,,303.0,,35.64,,B,,,C,8.07,,B,,801.0,,,521.0,,98.67,639.0,C,93.75,79.0,,92.01,85.0,A,,52.0,C,68.57,,B,46.94,70.0,B,5.35,942.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0189,checkout,2023-06-06 14:36,P003,772.44,,76.13,992.0,A,72.81,,B,63.19,,,50.48,,,,362.0,C,48.28,843.0,,,,A,2.4,,B,49.73,533.0,A,73.21,942.0,C,,60.0,C,,280.0,,,336.0,B,37.09,960.0,C,34.68,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0248,checkout,2023-06-06 14:33,P004,2808.33,,,970.0,A,97.28,327.0,A,64.62,,B,14.7,,A,,247.0,B,41.35,,,,635.0,C,,976.0,A,13.36,449.0,C,33.11,,C,27.77,949.0,C,86.65,250.0,B,,268.0,,63.81,,B,64.53,622.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0077,add_to_cart,2023-06-04 11:47,P019,,C,52.39,893.0,B,2.93,,C,,973.0,A,18.53,924.0,B,89.03,124.0,B,,808.0,A,49.23,78.0,C,60.99,,C,,,A,,906.0,,53.19,,A,94.58,,A,97.36,487.0,B,28.04,516.0,C,,512.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0212,add_to_cart,2023-06-01 14:56,P028,2994.64,C,12.65,391.0,A,63.72,663.0,C,,710.0,A,,,C,87.01,286.0,B,0.64,714.0,C,39.2,,,,341.0,B,,,,90.84,,C,65.95,821.0,B,99.44,731.0,C,24.99,314.0,C,52.5,831.0,,31.76,608.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0337,login,2023-06-02 18:43,P027,,B,84.06,885.0,C,80.28,490.0,B,31.21,753.0,C,99.52,809.0,A,58.96,,,52.75,530.0,A,,,A,98.44,395.0,A,16.87,,A,10.13,,,82.0,683.0,A,,,B,32.31,540.0,B,16.36,677.0,,,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0212,search,2023-06-03 16:01,P026,1698.57,B,,794.0,C,93.94,,C,8.52,481.0,,62.86,,,89.38,60.0,,92.16,,,42.37,332.0,,39.33,579.0,,90.3,746.0,,86.67,,A,88.75,364.0,A,16.35,269.0,B,65.65,494.0,C,87.56,,,,167.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0386,wishlist_add,2023-06-03 19:34,P015,188.75,C,72.26,45.0,B,98.79,438.0,B,,460.0,C,92.26,823.0,A,86.19,577.0,B,86.67,537.0,C,48.27,,C,34.63,523.0,,81.47,15.0,A,,744.0,B,79.61,919.0,A,30.06,276.0,A,1.73,87.0,C,38.84,131.0,B,,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0128,page_view,2023-06-01 18:53,P021,,A,22.06,,,75.46,528.0,,,186.0,B,61.21,,B,56.97,,,,736.0,C,34.74,933.0,,,434.0,C,4.57,,B,,107.0,C,,786.0,C,,940.0,B,21.53,583.0,A,34.74,303.0,A,87.03,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0302,wishlist_add,2023-06-03 09:24,P030,1404.35,B,,37.0,A,,,,41.05,398.0,C,,646.0,,65.39,119.0,C,89.65,,C,1.12,936.0,C,79.5,647.0,C,36.4,824.0,A,0.59,149.0,A,26.81,366.0,A,93.47,227.0,A,,788.0,A,9.47,726.0,,8.96,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0038,profile_update,2023-06-01 12:16,P021,,A,79.98,156.0,A,89.22,573.0,C,,994.0,A,69.56,322.0,A,16.16,,C,,768.0,B,60.78,762.0,,85.67,,,99.35,303.0,A,58.01,242.0,B,53.51,844.0,C,54.93,42.0,A,32.69,340.0,B,64.86,,,95.91,980.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0103,page_view,2023-06-06 02:39,P001,2050.83,A,37.32,141.0,C,47.03,841.0,,,672.0,A,4.13,224.0,B,,,C,98.76,,C,,464.0,A,53.37,,,31.98,,,84.49,,C,90.66,304.0,B,,33.0,,8.37,564.0,B,66.31,82.0,A,68.32,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0074,page_view,2023-06-01 19:32,P002,,C,15.86,805.0,,92.21,758.0,B,60.32,473.0,A,12.45,723.0,B,,688.0,,36.3,90.0,C,7.62,786.0,C,6.35,370.0,A,,303.0,C,72.19,,C,80.78,827.0,C,,713.0,C,27.33,,,84.89,471.0,,,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0085,checkout,2023-06-03 09:23,P008,,B,53.41,576.0,A,,395.0,B,,624.0,,96.63,,A,50.6,299.0,B,74.43,,C,97.45,,C,78.26,,,71.32,,B,22.42,397.0,A,0.31,,A,56.67,511.0,,3.75,360.0,,,606.0,,,807.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0377,page_view,2023-06-06 13:06,P029,,C,49.93,,A,,285.0,B,25.19,471.0,B,8.06,,C,17.19,,B,50.71,200.0,,,,B,56.64,761.0,A,,629.0,,0.53,298.0,B,47.4,52.0,C,33.24,816.0,,40.49,737.0,B,84.54,576.0,A,4.2,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0183,page_view,2023-06-02 02:42,P018,,A,,278.0,B,48.4,,C,,373.0,B,38.47,437.0,A,52.84,,B,4.17,,B,37.24,599.0,C,67.74,426.0,C,14.91,987.0,C,69.33,351.0,B,54.16,957.0,,84.89,554.0,C,,,A,78.66,,C,68.57,407.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0016,page_view,2023-06-04 18:20,P020,116.55,B,,481.0,C,,34.0,C,38.66,879.0,,,539.0,,42.79,231.0,,,,C,,917.0,,5.82,51.0,C,80.78,,,74.57,193.0,B,94.52,794.0,,62.45,340.0,C,41.67,776.0,A,,,B,74.32,312.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0341,logout,2023-06-06 11:49,P022,2130.22,C,,11.0,C,,,C,,588.0,,28.73,,B,57.35,724.0,A,58.25,864.0,,92.06,258.0,C,7.4,,,,841.0,A,68.15,569.0,C,14.76,,B,82.4,,C,28.5,785.0,,15.67,,C,25.89,374.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0333,logout,2023-06-01 21:00,P013,1577.72,C,33.55,591.0,C,59.7,,C,83.61,,C,44.82,500.0,,,,B,3.05,139.0,C,83.04,,,,65.0,B,80.35,,A,,538.0,A,,723.0,,68.26,369.0,,1.23,619.0,A,3.38,259.0,B,99.16,676.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0367,login,2023-06-05 06:11,P006,,A,60.2,186.0,,,970.0,A,,160.0,A,22.11,898.0,C,34.85,909.0,A,0.15,822.0,,,,A,56.06,,A,8.57,628.0,B,,341.0,C,54.97,997.0,B,,,,,625.0,C,,606.0,,70.21,514.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0069,add_to_cart,2023-06-06 09:45,P017,,C,12.03,770.0,C,,,A,,259.0,A,18.52,294.0,B,,499.0,B,,362.0,,19.13,85.0,,60.04,,A,9.54,,,26.58,,C,45.88,,,35.52,608.0,A,40.67,,,21.24,500.0,C,43.7,900.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0253,checkout,2023-06-06 19:33,P025,2271.79,A,44.54,221.0,,31.04,904.0,A,88.78,373.0,A,,818.0,C,85.88,19.0,A,28.23,627.0,A,0.7,277.0,A,,,C,20.98,914.0,,,684.0,,68.26,921.0,B,46.16,,,89.33,451.0,C,88.02,88.0,A,56.61,500.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0033,page_view,2023-06-04 12:13,P012,,C,78.33,,A,20.06,,C,69.59,667.0,C,,469.0,A,84.96,510.0,C,78.82,167.0,A,23.17,,,,231.0,,42.48,137.0,A,72.96,,B,,376.0,C,4.43,897.0,C,80.14,528.0,C,,,B,16.02,378.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0290,checkout,2023-06-04 19:58,P021,,C,67.21,,,97.16,343.0,B,,,,,65.0,A,,3.0,C,,,A,67.32,945.0,,,,B,41.72,230.0,,29.01,,B,71.23,514.0,,9.61,,A,97.91,,B,67.86,723.0,B,72.62,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0300,search,2023-06-02 01:50,P012,1979.5,B,33.42,,B,34.11,,B,20.5,,,35.66,,A,48.77,,,74.61,302.0,B,,607.0,B,,292.0,B,46.31,44.0,B,3.65,487.0,,36.57,,B,75.58,702.0,,5.98,212.0,A,11.95,585.0,A,,515.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0124,search,2023-06-01 11:03,P016,,A,,72.0,B,7.74,818.0,B,,509.0,B,45.53,905.0,B,55.59,765.0,,8.37,768.0,A,38.91,,B,23.43,345.0,C,3.69,590.0,A,90.14,168.0,B,,,,4.69,743.0,,1.11,46.0,C,54.94,364.0,,68.63,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0206,add_to_cart,2023-06-05 05:27,P016,,C,59.31,338.0,C,,346.0,B,,185.0,A,,747.0,A,50.61,906.0,,72.37,,,40.94,161.0,B,67.86,920.0,C,34.64,693.0,C,,959.0,A,38.15,542.0,A,30.62,573.0,,95.72,337.0,C,31.61,,A,40.09,119.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0043,search,2023-06-05 10:51,P002,,,77.08,767.0,B,,820.0,B,16.95,,B,33.76,637.0,B,,,C,,769.0,,15.59,833.0,B,56.48,24.0,B,79.85,428.0,A,96.47,,,85.07,,,21.57,725.0,A,72.54,460.0,C,79.22,70.0,C,60.39,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0028,login,2023-06-05 23:16,P001,,A,,,C,,,A,73.47,207.0,,87.82,,B,,915.0,,96.24,546.0,A,,564.0,C,13.26,,C,77.33,,C,2.35,769.0,A,59.51,272.0,A,59.4,,C,4.23,39.0,B,,,B,86.34,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0143,checkout,2023-06-01 23:07,P004,,,,,,33.23,154.0,B,70.1,,B,,365.0,B,66.48,,,5.27,,A,30.64,802.0,A,59.88,,,,267.0,B,44.22,557.0,C,,,C,26.53,,A,42.35,,,56.99,471.0,,13.71,587.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0234,search,2023-06-05 16:08,P003,,,3.83,905.0,B,54.41,,C,19.5,,B,92.61,,,31.39,500.0,,23.75,548.0,B,,,A,21.1,437.0,B,,348.0,A,,827.0,C,77.26,218.0,,35.49,811.0,A,8.35,339.0,A,,225.0,B,82.82,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0061,logout,2023-06-01 12:20,P001,510.05,B,48.44,,A,,524.0,C,,,A,23.17,553.0,,,533.0,B,36.3,,B,51.8,549.0,,21.44,153.0,B,0.44,802.0,B,8.88,866.0,B,62.88,845.0,B,,782.0,,85.29,,,92.3,391.0,,85.89,642.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0188,logout,2023-06-01 11:58,P017,,,1.8,389.0,B,,787.0,B,,853.0,,,479.0,B,,258.0,C,,619.0,B,76.53,2.0,B,99.92,,A,63.07,,A,89.21,194.0,B,66.77,329.0,A,68.76,787.0,B,9.13,75.0,C,49.37,59.0,,,299.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0204,login,2023-06-02 02:59,P023,,,,686.0,B,88.16,,C,93.17,,A,,89.0,A,4.42,112.0,A,,789.0,A,80.47,642.0,C,,,C,,103.0,,46.45,671.0,,21.38,,,26.59,,A,,884.0,C,69.79,165.0,B,81.36,409.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0320,login,2023-06-04 03:14,P016,1011.97,A,57.72,340.0,C,14.15,136.0,C,54.44,,A,68.95,35.0,B,,20.0,,,201.0,A,62.93,629.0,,2.89,,A,11.09,202.0,,69.44,505.0,B,38.79,834.0,C,28.65,4.0,A,96.22,,,22.01,,A,87.4,609.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0381,add_to_cart,2023-06-02 20:38,P013,,C,52.5,,,85.76,40.0,C,18.3,144.0,A,50.12,964.0,B,67.14,278.0,,,673.0,,15.41,,B,41.99,595.0,C,8.19,,,28.8,,B,95.9,621.0,,,12.0,A,31.46,,B,42.54,488.0,C,63.44,241.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0374,search,2023-06-02 17:12,P007,,A,60.05,465.0,C,84.16,,,53.69,515.0,B,87.14,749.0,,25.63,419.0,A,97.14,265.0,C,36.87,,A,57.5,,A,,,B,15.52,889.0,B,0.17,434.0,,77.8,672.0,,30.82,921.0,B,63.14,,B,11.61,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0114,logout,2023-06-03 00:37,P001,2966.75,B,7.16,,C,92.53,,C,37.39,587.0,A,,910.0,A,54.32,780.0,B,92.63,392.0,B,94.84,706.0,,95.03,248.0,B,,,,3.39,413.0,B,97.78,524.0,,28.21,,A,70.39,20.0,A,58.86,826.0,A,64.32,870.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0166,checkout,2023-06-04 02:50,P017,,,98.97,41.0,B,76.86,481.0,A,,920.0,C,,,C,77.32,132.0,C,,509.0,,,,,97.17,,A,22.95,,A,19.01,837.0,,80.38,,B,,758.0,C,27.39,193.0,B,72.68,993.0,,75.28,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0144,checkout,2023-06-04 05:41,P019,1859.75,A,,256.0,C,90.04,477.0,A,48.62,603.0,,,555.0,,59.97,850.0,,,,C,,171.0,,13.46,955.0,A,42.83,153.0,,,983.0,C,63.89,648.0,C,27.86,945.0,B,64.51,,A,66.31,99.0,B,62.25,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0183,logout,2023-06-03 16:20,P016,,,68.82,85.0,A,58.39,683.0,,,635.0,A,,962.0,,97.9,241.0,B,4.38,898.0,,3.07,,A,92.01,503.0,,,85.0,C,7.89,452.0,A,,216.0,C,,56.0,C,,,,26.65,774.0,B,30.76,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0374,profile_update,2023-06-02 15:49,P017,322.97,A,68.58,159.0,C,,362.0,C,,888.0,C,2.59,291.0,,70.86,,B,84.37,,A,,359.0,,56.75,867.0,B,44.21,200.0,,96.42,677.0,,89.97,593.0,B,39.51,549.0,A,,465.0,B,40.71,,B,,647.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0173,profile_update,2023-06-03 12:48,P009,,B,30.32,805.0,A,22.14,64.0,A,,,B,78.13,,B,,155.0,A,67.51,,,65.57,904.0,,82.08,29.0,A,53.49,,A,,181.0,A,57.51,,A,89.99,726.0,B,94.47,,B,86.84,897.0,C,94.36,759.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0127,wishlist_add,2023-06-04 01:36,P020,,C,79.49,907.0,,67.74,,A,40.0,,,71.45,,A,84.08,795.0,C,16.87,,C,8.48,,A,,476.0,C,40.6,707.0,,,373.0,B,8.7,422.0,,84.62,299.0,A,16.9,851.0,A,94.98,,B,,604.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0291,add_to_cart,2023-06-04 00:12,P016,865.82,C,40.08,,C,60.56,174.0,A,76.55,91.0,,,989.0,,43.53,,C,,,,,97.0,C,,751.0,C,9.77,,,63.29,,B,,839.0,,69.65,212.0,C,,,C,,867.0,B,51.52,741.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0268,search,2023-06-02 19:55,P005,2546.22,A,61.88,52.0,C,74.12,,,,,A,82.98,687.0,A,29.16,74.0,A,97.43,,C,,732.0,B,77.66,,A,34.72,847.0,,,383.0,,59.47,,A,98.97,741.0,,47.43,,B,19.27,891.0,A,,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0328,logout,2023-06-05 00:06,P005,,,,559.0,A,94.11,631.0,C,21.75,,,,705.0,C,95.43,,C,14.53,262.0,A,35.83,972.0,B,1.4,664.0,,57.4,74.0,B,16.57,939.0,A,14.64,,C,91.88,392.0,B,14.6,381.0,,8.72,391.0,A,16.11,801.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0095,profile_update,2023-06-02 11:58,P025,,,,966.0,A,,,,61.05,490.0,A,15.77,537.0,C,25.87,,,,157.0,B,59.8,687.0,,8.35,,A,52.59,363.0,B,70.01,,A,75.34,426.0,B,8.33,297.0,C,13.19,106.0,B,86.42,,C,43.17,567.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0256,logout,2023-06-05 12:22,P030,,C,,979.0,,90.79,,,96.35,,B,44.77,484.0,B,5.25,160.0,,14.29,239.0,,34.85,768.0,B,37.93,899.0,C,,383.0,,75.56,301.0,,,,C,39.67,106.0,,,526.0,,85.78,165.0,C,83.09,585.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0249,search,2023-06-02 19:09,P001,2958.4,,33.64,,B,38.56,605.0,A,,,,,679.0,A,,,B,,483.0,A,,768.0,B,47.0,,C,52.14,,B,,643.0,B,68.44,786.0,A,75.46,298.0,C,24.73,762.0,C,55.74,886.0,C,81.35,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0112,profile_update,2023-06-01 19:50,P002,,B,61.75,555.0,C,13.91,435.0,B,,,C,17.06,395.0,B,6.71,739.0,B,88.99,251.0,,,781.0,B,38.96,447.0,,47.13,223.0,,,114.0,,,540.0,A,58.42,320.0,,41.51,,C,,85.0,A,32.97,218.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0152,login,2023-06-04 03:01,P023,,B,43.49,,B,74.5,,,93.76,,A,,,A,7.09,469.0,,43.94,,A,60.85,,C,,167.0,A,68.71,,,,572.0,C,65.33,,B,19.43,1.0,,78.22,,A,86.64,209.0,C,55.35,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0322,checkout,2023-06-05 10:09,P007,2509.06,B,,,B,,,B,1.61,476.0,B,45.51,,B,,798.0,B,39.66,563.0,A,28.08,93.0,C,45.17,80.0,A,41.03,,,59.55,660.0,C,24.43,218.0,B,36.36,,C,67.62,63.0,,8.12,505.0,A,31.6,111.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0338,checkout,2023-06-01 14:29,P021,1685.89,B,,122.0,C,,546.0,B,64.77,362.0,A,54.71,116.0,B,75.84,955.0,,15.78,581.0,B,,870.0,A,16.25,294.0,B,74.36,862.0,,34.96,875.0,B,,130.0,C,94.86,245.0,A,88.1,,B,89.02,,C,32.49,339.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0276,logout,2023-06-04 16:03,P015,294.85,C,,213.0,A,,947.0,C,,542.0,A,37.16,811.0,,74.66,,B,93.73,869.0,,,,,15.78,,B,28.98,,C,93.17,29.0,A,59.34,,B,62.28,,,42.13,257.0,B,,,C,24.46,493.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
